cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
7140	chrUextra	14959875	14959878	-	2	14959878	18.0518983194489	14.5797220151729	7140	1.16400771852545	3	48
7141	chrUextra	15092644	15092645	-	1	15092645	83.8436380021126	83.8436380021126	7141	2	1	220
7142	chrUextra	15131765	15131766	-	1	15131766	14.9619117069052	14.9619117069052	7142	2	1	39
7143	chrUextra	15201038	15201041	-	2	15201041	7.32765477651294	4.62447495273345	7143	0.687255646890625	3	21
7144	chrUextra	15220595	15220596	-	1	15220596	6.15918280477931	6.15918280477931	7144	2	1	16
7145	chrUextra	15231989	15231992	-	2	15231990	6.93792782092824	5.77566002886195	7145	1.34997757835165	2	18
7146	chrUextra	15322347	15322349	-	2	15322349	3.09559808442614	1.93333029235985	7146	1.04556599707504	2	8
7147	chrUextra	15345137	15345139	-	2	15345138	2.71025321151637	1.54798541945008	7147	1.01477186396575	2	7
7148	chrUextra	15357346	15357347	-	1	15357347	6.92595847127459	6.92595847127459	7148	2	1	18
7149	chrUextra	15406130	15406133	-	2	15406133	4.25003805190202	3.08777025983574	7149	0.665320858948405	3	13
7150	chrUextra	15407094	15407096	-	2	15407096	8.09251309713916	6.15918280477931	7150	1.20814164743252	2	21
7151	chrUextra	15444345	15444346	-	1	15444346	5.00831368017223	5.00831368017223	7151	2	1	13
7152	chrUextra	15532909	15532910	-	1	15532910	5.77566002886195	5.77566002886195	7152	2	1	15
7153	chrUextra	15533849	15533850	-	1	15533850	6.15918280477931	6.15918280477931	7153	2	1	16
7154	chrUextra	15585614	15585618	-	2	15585615	3.86636379512118	2.3183783756711	7154	1.02904940554533	2	10
7155	chrUextra	15597058	15597061	-	3	15597061	8.10391176459837	5.00831368017223	7155	0.366448666222747	4	23
7156	chrUextra	15640090	15640092	-	2	15640091	18.0539124416325	14.197493831883	7156	1.25326339251693	2	47
7157	chrUextra	15653881	15653884	-	3	15653883	18.4696653245402	9.60730269598138	7157	0.57645185758658	3	48
7158	chrUextra	15680636	15680638	-	2	15680637	13.4512389626001	11.90325354315	7158	1.48729085796912	2	35
7159	chrUextra	15744030	15744031	-	1	15744031	133.529806358673	133.529806358673	7159	2	1	351
7160	chrUextra	15744715	15744720	-	4	15744717	13.4921016147379	7.69240752725689	7160	0.343802050955348	4	35
7161	chrUextra	15859904	15859906	-	2	15859906	11.5350995699672	10.3728317779009	7161	1.53100440641072	2	30
7162	chrUextra	15898655	15898660	-	2	15898660	10.0137287311103	6.92595847127459	7162	0.801882578869597	3	28
7163	chrUextra	15905946	15905947	-	1	15905947	25.269238088717	25.269238088717	7163	2	1	66
7164	chrUextra	15960148	15960152	-	3	15960152	10.4089776057907	6.54261381066948	7164	0.41776532575459	4	29
7165	chrUextra	15966622	15966623	-	1	15966623	9.60730269598138	9.60730269598138	7165	2	1	25
7166	chrUextra	15991701	15991703	-	2	15991703	34.8904686857318	18.0181528754949	7166	1.00078412077812	2	91
7167	chrUextra	16022441	16022446	-	5	16022444	52.1509959332668	29.082206763366	7167	0.372365837916406	5	136
7168	chrUextra	16091186	16091187	-	1	16091187	10.3728317779009	10.3728317779009	7168	2	1	27
7169	chrUextra	16171180	16171183	-	2	16171181	3.09559808442614	1.93333029235985	7169	1.04556599707504	2	8
7170	chrUextra	16179252	16179254	-	2	16179254	16.1308241242428	14.197493831883	7170	1.47338293442857	2	42
7171	chrUextra	16188148	16188149	-	1	16188149	7.30922160650763	7.30922160650763	7171	2	1	19
7172	chrUextra	16201874	16201876	-	2	16201875	27.6093215233192	22.2172821914374	7172	1.28932314614388	2	72
7173	chrUextra	16218015	16218017	-	2	16218017	92.3764077367995	72.8309047154614	7173	1.25709791394596	2	242
7174	chrUextra	16281101	16281104	-	3	16281103	29.5568992809022	15.3440638979909	7174	0.806015380086521	3	77
7175	chrUextra	16317275	16317278	-	2	16317278	12.6829908195334	11.5207230274671	7175	1.56050301307849	2	33
7176	chrUextra	16328575	16328576	-	1	16328576	55.348803305624	55.348803305624	7176	2	1	145
7177	chrUextra	16347123	16347128	-	5	16347127	51.042500895427	25.269238088717	7177	0.0944726188952019	5	133
7178	chrUextra	16455273	16455274	-	1	16455274	42.4138068693532	42.4138068693532	7178	2	1	111
7179	chrUextra	16480921	16480923	-	2	16480923	3.48131571180993	1.93333029235985	7179	1.00892394016178	2	9
7180	chrUextra	16496228	16496229	-	1	16496229	5.39203933188174	5.39203933188174	7180	2	1	14
7181	chrUextra	16500253	16500254	-	1	16500254	38.987462145643	38.987462145643	7181	2	1	102
7182	chrUextra	16594440	16594442	-	2	16594442	68.8241049019989	43.9362801407639	7182	0.979487028512582	3	182
7183	chrUextra	16631459	16631460	-	1	16631460	37.0834434379165	37.0834434379165	7183	2	1	97
7184	chrUextra	16711056	16711058	-	2	16711057	5.40635964755897	2.70317982377949	7184	1	2	14
7185	chrUextra	16781798	16781799	-	1	16781799	7.30922160650763	7.30922160650763	7185	2	1	19
7186	chrUextra	16922296	16922297	-	1	16922297	5.39203933188174	5.39203933188174	7186	2	1	14
7187	chrUextra	16945556	16945557	-	1	16945557	11.1381437082637	11.1381437082637	7187	2	1	29
7188	chrUextra	16984051	16984052	-	1	16984052	9.60730269598138	9.60730269598138	7188	1.76480661818076	2	26
7189	chrUextra	16997683	16997684	-	1	16997684	13.4329177540685	13.4329177540685	7189	2	1	35
7190	chrUextra	17012119	17012121	-	2	17012121	192.251597482556	146.412509931842	7190	1.18989576556694	3	506
7191	chrUextra	17028158	17028162	-	4	17028159	8.11465724071601	3.85641860974955	7191	0.177881074889673	4	21
7192	chrUextra	17040189	17040190	-	1	17040190	6.92595847127459	6.92595847127459	7192	2	1	18
7193	chrUextra	17072882	17072883	-	1	17072883	22.5988605119568	22.5988605119568	7193	2	1	59
7194	chrUextra	17123510	17123513	-	2	17123513	90.0399227740251	79.6670909961242	7194	1.48693331149968	2	236
7195	chrUextra	17159558	17159560	-	2	17159559	62.7068050727003	46.980625543013	7195	1.18872187554087	2	164
7196	chrUextra	17238805	17238806	-	1	17238806	5.77566002886195	5.77566002886195	7196	2	1	15
7197	chrUextra	17290804	17290806	-	2	17290806	35.2692756909002	21.4540495784629	7197	1.03436386662939	2	92
7198	chrUextra	17389939	17389940	-	1	17389940	20.3090038342817	20.3090038342817	7198	2	1	53
7199	chrUextra	17415507	17415508	-	1	17415508	83.8436380021126	83.8436380021126	7199	2	1	220
7200	chrUextra	17421896	17421900	-	3	17421897	8.10687746299559	4.24051366787441	7200	0.338910327241667	4	22
7201	chrUextra	17464472	17464474	-	2	17464473	9.62913829505407	6.92595847127459	7201	1.14454918943987	2	25
7202	chrUextra	17506565	17506569	-	4	17506566	7.34700996285857	2.3183783756711	7202	0.0559902502836431	4	19
7203	chrUextra	17519336	17519337	-	1	17519337	40.1297007809585	40.1297007809585	7203	2	1	105
7204	chrUextra	17520932	17520933	-	1	17520933	11.90325354315	11.90325354315	7204	2	1	31
7205	chrUextra	17532902	17532903	-	1	17532903	33.6552491508048	33.6552491508048	7205	2	1	88
7206	chrUextra	17535224	17535226	-	2	17535225	18.0641021795383	11.1381437082637	7206	1.03988133735771	2	47
7207	chrUextra	17575990	17575991	-	1	17575991	304.516888358755	304.516888358755	7207	2	1	803
7208	chrUextra	17623875	17623880	-	3	17623879	6.95201669417569	3.85641860974955	7208	0.584731049972905	3	18
7209	chrUextra	17636641	17636643	-	2	17636642	86.9101675151274	85.3621820956773	7209	1.87258148820764	2	228
7210	chrUextra	17649392	17649398	-	6	17649397	9.28582791960735	2.3183783756711	7210	-0.5	6	24
7211	chrUextra	17694825	17694827	-	2	17694826	4.25003805190202	3.08777025983574	7211	1.15464906337756	2	11
7212	chrUextra	17751413	17751414	-	1	17751414	262.572451238774	262.572451238774	7212	2	1	692
7213	chrUextra	17780105	17780106	-	1	17780106	14.5797220151729	14.5797220151729	7213	2	1	38
7214	chrUextra	17832080	17832081	-	1	17832081	9.99009540998002	9.99009540998002	7214	2	1	26
7215	chrUextra	17878818	17878820	-	2	17878820	15.7454792513331	14.197493831883	7215	1.53878395948609	2	41
7216	chrUextra	17905878	17905883	-	2	17905879	48.9477204318598	43.555681099978	7216	1.39495857561452	3	130
7217	chrUextra	17907633	17907635	-	2	17907634	16.9138037371256	11.1381437082637	7217	1.07431401301787	2	44
7218	chrUextra	17923389	17923390	-	1	17923390	30.2257106463844	30.2257106463844	7218	2	1	79
7219	chrUextra	17976654	17976655	-	1	17976655	14.5797220151729	14.5797220151729	7219	2	1	38
7220	chrUextra	18052177	18052178	-	1	18052178	5.39203933188174	5.39203933188174	7220	2	1	14
7221	chrUextra	18065690	18065691	-	1	18065691	5.77566002886195	5.77566002886195	7221	2	1	15
7222	chrUextra	18114922	18114923	-	1	18114923	18.0181528754949	18.0181528754949	7222	2	1	47
7223	chrUextra	18155688	18155689	-	1	18155689	14.197493831883	14.197493831883	7223	2	1	37
7224	chrUextra	18187967	18187968	-	1	18187968	7.69240752725689	7.69240752725689	7224	2	1	20
7225	chrUextra	18191142	18191143	-	1	18191143	8.4585628685967	8.4585628685967	7225	2	1	22
7226	chrUextra	18214065	18214066	-	1	18214066	5.00831368017223	5.00831368017223	7226	2	1	13
7227	chrUextra	18238730	18238732	-	2	18238732	90.0830712804437	73.2107554702068	7227	1.30603403266571	2	236
7228	chrUextra	18305340	18305342	-	2	18305341	94.5127506394651	92.194372263794	7228	1.83562094132594	2	248
7229	chrUextra	18339435	18339438	-	3	18339437	92.758497621559	78.5278885437046	7229	1.25084300699678	3	243
7230	chrUextra	18344185	18344187	-	2	18344187	9.62759998217873	7.30922160650763	7230	1.20495972061548	2	25
7231	chrUextra	18360818	18360821	-	3	18360820	68.5427252438333	29.082206763366	7231	0.508682416856146	3	179
7232	chrUextra	18385370	18385371	-	1	18385371	8.07552011196818	8.07552011196818	7232	1.57377134300186	2	23
7233	chrUextra	18398833	18398839	-	5	18398834	705.147800805215	365.316424076986	7233	0.289244328363615	6	1858
7234	chrUextra	18407722	18407723	-	1	18407723	8.84153898526358	8.84153898526358	7234	2	1	23
7235	chrUextra	18495028	18495029	-	1	18495029	6.15918280477931	6.15918280477931	7235	2	1	16
7236	chrUextra	18599071	18599074	-	2	18599072	3.86636379512118	2.3183783756711	7236	1.02904940554533	2	10
7237	chrUextra	18635451	18635453	-	2	18635453	38.6606984476997	34.0362234949662	7237	1.47406401590824	2	101
7238	chrUextra	18640980	18640982	-	2	18640981	28.7764338853233	16.1082594972367	7238	1.01041247877794	2	75
7239	chrUextra	18752375	18752376	-	1	18752376	359.653621532862	359.653621532862	7239	2	1	949
7240	chrUextra	18787887	18787889	-	2	18787888	11.1656402162572	7.30922160650763	7240	1.07063637398628	2	29
7241	chrUextra	18897760	18897761	-	1	18897761	9.22445137207965	9.22445137207965	7241	2	1	24
7242	chrUextra	18952713	18952714	-	1	18952714	9.60730269598138	9.60730269598138	7242	2	1	25
7243	chrUextra	18975568	18975569	-	1	18975569	5.00831368017223	5.00831368017223	7243	2	1	13
7244	chrUextra	18987386	18987390	-	3	18987387	10.4135975313323	5.39203933188174	7244	0.521565400337888	3	27
7245	chrUextra	18991327	18991328	-	1	18991328	41.6524919647265	41.6524919647265	7245	2	1	109
7246	chrUextra	18996054	18996056	-	2	18996055	108.358655781962	81.9453090751866	7246	1.20007559239471	2	284
7247	chrUextra	19003935	19003936	-	1	19003936	39.7489686234333	39.7489686234333	7247	1.86496379719787	2	106
7248	chrUextra	19015205	19015207	-	2	19015207	49.3935340422586	26.7946735303018	7248	1.00525143526276	2	129
7249	chrUextra	19068510	19068513	-	2	19068511	4.63444409634231	3.47217630427602	7249	0.859884321485391	3	13
7250	chrUextra	19096297	19096299	-	2	19096299	5.4027814599407	4.24051366787441	7250	1.25040474274052	2	14
7251	chrUextra	19108645	19108647	-	2	19108647	4.63651011613933	2.70317982377949	7251	1.02013124334885	2	12
7252	chrUextra	19118878	19118880	-	2	19118879	13.0844468591386	7.69240752725689	7252	1.02258218247183	2	34
7253	chrUextra	19148784	19148788	-	2	19148785	3.09597083890017	1.54798541945008	7253	1	2	8
7254	chrUextra	19179448	19179449	-	1	19179449	5.00831368017223	5.00831368017223	7254	2	1	13
7255	chrUextra	19201476	19201477	-	1	19201477	6.15918280477931	6.15918280477931	7255	2	1	16
7256	chrUextra	19298914	19298916	-	2	19298915	8.09665125700947	4.62447495273345	7256	1.01477186396575	2	21
7257	chrUextra	19304441	19304442	-	1	19304442	29.4633935860134	29.4633935860134	7257	2	1	77
7258	chrUextra	19358066	19358070	-	2	19358067	6.17479698542065	3.85641860974955	7258	1.04556599707504	2	16
7259	chrUextra	19404925	19404927	-	2	19404927	8.85720702595771	7.30922160650763	7259	1.33342164200508	2	23
7260	chrUextra	19501394	19501396	-	2	19501396	3.09559808442614	1.93333029235985	7260	1.04556599707504	2	8
7261	chrUextra	19507666	19507667	-	1	19507667	5.00831368017223	5.00831368017223	7261	2	1	13
7262	chrUextra	19524129	19524130	-	1	19524130	250.853802178944	250.853802178944	7262	2	1	661
7263	chrUextra	19583696	19583699	-	3	19583699	46.3239347860147	37.8450949333732	7263	1.15189005839823	3	121
7264	chrUextra	19590742	19590744	-	2	19590743	3.86636379512118	2.3183783756711	7264	1.02904940554533	2	10
7265	chrUextra	19641639	19641642	-	3	19641641	69.5679534050719	57.2499556019156	7265	1.11099099509929	4	183
7266	chrUextra	19658082	19658084	-	2	19658083	19.5962431394353	11.5207230274671	7266	0.904279200062937	3	52
7267	chrUextra	19659818	19659820	-	2	19659820	4.63651011613933	2.70317982377949	7267	1.02013124334885	2	12
7268	chrUextra	19684707	19684708	-	1	19684708	15.3440638979909	15.3440638979909	7268	2	1	40
7269	chrUextra	19696450	19696452	-	2	19696451	2.32453558413257	1.16226779206629	7269	1	2	6
7270	chrUextra	19698798	19698800	-	2	19698799	25.6920973045014	21.8356786947518	7270	1.39203038799393	2	67
7271	chrUextra	19708016	19708022	-	4	19708019	108.230778548056	58.0103481634964	7271	0.320936452076722	4	283
7272	chrUextra	19825308	19825309	-	1	19825309	6.92595847127459	6.92595847127459	7272	2	1	18
7273	chrUextra	19833293	19833294	-	1	19833294	7.30922160650763	7.30922160650763	7273	2	1	19
7274	chrUextra	19841104	19841106	-	2	19841105	16.9050940583446	13.4329177540685	7274	1.2690736224094	2	44
7275	chrUextra	19894990	19894992	-	2	19894991	4.63651011613933	2.70317982377949	7275	1.02013124334885	2	12
7276	chrUextra	19957472	19957474	-	2	19957473	147.202813692185	145.654828272735	7276	1.91698808074773	2	387
7277	chrUextra	20036867	20036869	-	2	20036869	5.40550659663587	3.47217630427602	7277	1.05971404132937	2	14
7278	chrUextra	20102544	20102546	-	2	20102546	2.71025321151637	1.54798541945008	7278	1.01477186396575	2	7
7279	chrUextra	20139161	20139163	-	2	20139162	2.32453558413257	1.16226779206629	7279	0.551184364274815	3	7
7280	chrUextra	20167986	20167987	-	1	20167987	11.1381437082637	11.1381437082637	7280	2	1	29
7281	chrUextra	20214711	20214712	-	1	20214712	202.443628926355	202.443628926355	7281	2	1	533
7282	chrUextra	20275632	20275634	-	2	20275634	34.4533048658085	31.750125042029	7282	1.60569976207253	2	90
7283	chrUextra	20292511	20292515	-	4	20292512	18.8662790307444	9.99009540998002	7283	0.310808485662057	4	49
7284	chrUextra	20295389	20295390	-	1	20295390	17.6362391963443	17.6362391963443	7284	2	1	46
7285	chrUextra	20297181	20297182	-	1	20297182	5.00831368017223	5.00831368017223	7285	2	1	13
7286	chrUextra	20318185	20318187	-	2	20318187	9.23778790403447	8.07552011196818	7286	1.4564355568004	2	24
7287	chrUextra	20387351	20387353	-	2	20387353	70.2000205115001	68.65203509205	7287	1.84890302948289	2	184
7288	chrUextra	20415324	20415326	-	2	20415325	5.0201617237261	3.47217630427602	7288	1.10950835978051	2	13
7289	chrUextra	20423869	20423870	-	1	20423870	13.0505675908449	13.0505675908449	7289	2	1	34
7290	chrUextra	20427756	20427761	-	2	20427761	6.17384396023426	4.24051366787441	7290	1.10396176746544	2	16
7291	chrUextra	20457284	20457285	-	1	20457285	40.5104190636772	40.5104190636772	7291	2	1	106
7292	chrUextra	20468156	20468157	-	1	20468157	58.3905300560673	58.3905300560673	7292	2	1	153
7293	chrUextra	20503851	20503853	-	2	20503852	6.55889204354551	4.24051366787441	7293	1.06333261812244	2	17
7294	chrUextra	20506956	20506957	-	1	20506957	9.22445137207965	9.22445137207965	7294	2	1	24
7295	chrUextra	20524799	20524801	-	2	20524801	3.86636379512118	2.3183783756711	7295	1.02904940554533	2	10
7296	chrUextra	20569808	20569810	-	2	20569809	9.24695306461505	6.15918280477931	7296	0.876143810225275	3	25
7297	chrUextra	20585334	20585336	-	2	20585336	44.4320341954057	26.0319987350414	7297	1.02155067073138	2	116
7298	chrUextra	20743417	20743420	-	2	20743418	13.0830378213302	8.4585628685967	7298	1.06333261812244	2	34
7299	chrUextra	20788309	20788310	-	1	20788310	185.414335334485	185.414335334485	7299	2	1	488
7300	chrUextra	20823138	20823139	-	1	20823139	10.7555138954498	10.7555138954498	7300	2	1	28
7301	chrUextra	20881150	20881152	-	2	20881151	15.0011766792662	8.4585628685967	7301	1.01188916347817	2	39
7302	chrUextra	20904342	20904343	-	1	20904343	5.39203933188174	5.39203933188174	7302	2	1	14
7303	chrUextra	21032745	21032746	-	1	21032746	10.7555138954498	10.7555138954498	7303	2	1	28
7304	chrUextra	21146785	21146789	-	2	21146786	14.5951855461348	13.4329177540685	7304	1.33506673249357	3	40
7305	chrUextra	21173002	21173003	-	1	21173003	50.0242128392722	50.0242128392722	7305	2	1	131
7306	chrUextra	21177221	21177223	-	2	21177223	15.3754298474261	11.90325354315	7306	1.23080717098699	2	40
7307	chrUextra	21206153	21206154	-	1	21206154	22.5988605119568	22.5988605119568	7307	2	1	59
7308	chrUextra	21252402	21252405	-	3	21252404	12.7003486214964	9.99009540998002	7308	1.04549437075766	3	33
7309	chrUextra	21287053	21287056	-	2	21287054	14.617745673376	8.4585628685967	7309	1.0180592131359	2	38
7310	chrUextra	21288594	21288598	-	2	21288595	37.9181181736413	30.2257106463844	7310	1.27404985470563	2	99
7311	chrUextra	21308615	21308618	-	2	21308616	44.7402622245623	41.6524919647265	7311	1.64016597614895	2	117
7312	chrUextra	21404830	21404831	-	1	21404831	73.9704343084683	73.9704343084683	7312	2	1	194
7313	chrUextra	21516307	21516310	-	2	21516308	29.1592900104283	15.3440638979909	7313	0.855551933027723	3	78
7314	chrUextra	21517074	21517075	-	1	21517075	8.84153898526358	8.84153898526358	7314	2	1	23
7315	chrUextra	21539924	21539925	-	1	21539925	5.00831368017223	5.00831368017223	7315	2	1	13
7316	chrUextra	21564690	21564691	-	1	21564691	5.39203933188174	5.39203933188174	7316	2	1	14
7317	chrUextra	21621632	21621633	-	1	21621633	12.2857368361036	12.2857368361036	7317	2	1	32
7318	chrUextra	21644516	21644519	-	3	21644517	13.8534779456383	10.3728317779009	7318	0.959147917027245	3	36
7319	chrUextra	21645437	21645439	-	2	21645438	9.24845794163129	5.39203933188174	7319	1.02013124334885	2	24
7320	chrUextra	21645690	21645691	-	1	21645691	6.54261381066948	6.54261381066948	7320	2	1	17
7321	chrUextra	21646045	21646046	-	1	21646046	133.150833182981	133.150833182981	7321	2	1	350
7322	chrUextra	21654627	21654628	-	1	21654628	5.77566002886195	5.77566002886195	7322	1.66270993338299	2	16
7323	chrUextra	21719682	21719683	-	1	21719683	5.00831368017223	5.00831368017223	7323	1.43349049344709	2	15
7324	chrUextra	21791718	21791719	-	1	21791719	14.5797220151729	14.5797220151729	7324	2	1	38
7325	chrUextra	21831823	21831824	-	1	21831824	13.0505675908449	13.0505675908449	7325	2	1	34
7326	chrUextra	21867984	21867986	-	2	21867986	4.25170866803095	2.3183783756711	7326	1.00596978852304	2	11
7327	chrUextra	21899895	21899896	-	1	21899896	9.22445137207965	9.22445137207965	7327	2	1	24
7328	chrUextra	21926456	21926459	-	3	21926458	54.3484600119044	42.4138068693532	7328	1.02609793947366	3	142
7329	chrUextra	21927991	21927992	-	1	21927992	6.15918280477931	6.15918280477931	7329	2	1	16
7330	chrUextra	21938702	21938703	-	1	21938703	25.6506293028765	25.6506293028765	7330	2	1	67
7331	chrUextra	21999898	21999904	-	3	21999903	19.6197848425159	10.3728317779009	7331	0.570358237605243	3	51
7332	chrUextra	22040394	22040396	-	2	22040396	13.4680675561188	7.69240752725689	7332	1.01477186396575	2	35
7333	chrUextra	22068379	22068381	-	2	22068381	2.71025321151637	1.54798541945008	7333	1.01477186396575	2	7
7334	chrUextra	22087762	22087764	-	2	22087763	24.1601646430987	21.0723943832629	7334	1.45089125497399	2	63
7335	chrUextra	22105545	22105546	-	1	22105546	80.8062308769948	80.8062308769948	7335	2	1	212
7336	chrUextra	22105585	22105586	-	1	22105586	92.9533817292739	92.9533817292739	7336	2	1	244
7337	chrUextra	22155635	22155636	-	1	22155636	14.9619117069052	14.9619117069052	7337	2	1	39
7338	chrUextra	22165022	22165024	-	2	22165023	23.0150377342388	19.927267474403	7338	1.43349049344709	2	60
7339	chrUextra	22204543	22204544	-	1	22204544	11.5207230274671	11.5207230274671	7339	2	1	30
7340	chrUextra	22264841	22264842	-	1	22264842	34.7981232271552	34.7981232271552	7340	2	1	91
7341	chrUextra	22309051	22309052	-	1	22309052	5.77566002886195	5.77566002886195	7341	2	1	15
7342	chrUextra	22358581	22358582	-	1	22358582	5.00831368017223	5.00831368017223	7342	2	1	13
7343	chrUextra	22360103	22360104	-	1	22360104	26.7946735303018	26.7946735303018	7343	2	1	70
7344	chrUextra	22380677	22380678	-	1	22380678	5.39203933188174	5.39203933188174	7344	2	1	14
7345	chrUextra	22444602	22444604	-	2	22444603	113.339567278185	73.5905986547512	7345	1.0365024153748	3	298
7346	chrUextra	22446733	22446734	-	1	22446734	61.0515404915855	61.0515404915855	7346	2	1	160
7347	chrUextra	22538106	22538107	-	1	22538107	103.956437343756	103.956437343756	7347	2	1	273
7348	chrUextra	22627825	22627826	-	1	22627826	22.5988605119568	22.5988605119568	7348	2	1	59
7349	chrUextra	22778799	22778800	-	1	22778800	6.15918280477931	6.15918280477931	7349	2	1	16
7350	chrUextra	22809878	22809880	-	2	22809879	41.7109089117341	36.7025952315619	7350	1.47275252297597	2	109
7351	chrUextra	22816697	22816701	-	2	22816701	3.86636379512118	2.3183783756711	7351	0.540852082972755	3	12
7352	chrUextra	22831857	22831860	-	3	22831858	14.2520749349122	7.30922160650763	7352	0.55378846594967	3	37
7353	chrUextra	22877275	22877276	-	1	22877276	11.90325354315	11.90325354315	7353	2	1	31
7354	chrUextra	22923389	22923391	-	2	22923391	29.1007978941202	27.9385301020539	7354	1.76012617471963	2	76
7355	chrUextra	22934043	22934045	-	2	22934044	29.1332440696062	24.124930389434	7355	1.33989290124495	2	76
7356	chrUextra	22941605	22941606	-	1	22941606	5.00831368017223	5.00831368017223	7356	2	1	13
7357	chrUextra	23016450	23016451	-	1	23016451	23.3619433236889	23.3619433236889	7357	2	1	61
7358	chrUextra	23183525	23183526	-	1	23183526	5.00831368017223	5.00831368017223	7358	2	1	13
7359	chrUextra	23196826	23196831	-	4	23196829	77.6246985436396	57.2499556019156	7359	0.853720237760473	4	203
7360	chrUextra	23198336	23198337	-	1	23198337	29.082206763366	29.082206763366	7360	2	1	76
7361	chrUextra	23214172	23214173	-	1	23214173	11.5207230274671	11.5207230274671	7361	2	1	30
7362	chrUextra	23275930	23275931	-	1	23275931	8.4585628685967	8.4585628685967	7362	2	1	22
7363	chrUextra	23329393	23329394	-	1	23329394	5.77566002886195	5.77566002886195	7363	2	1	15
7364	chrUextra	23360236	23360238	-	2	23360237	3.09597083890017	1.54798541945008	7364	1	2	8
7365	chrUextra	23376030	23376031	-	1	23376031	11.90325354315	11.90325354315	7365	2	1	31
7366	chrUextra	23415881	23415883	-	2	23415883	5.40440402919964	3.85641860974955	7366	1.13687943143337	2	14
7367	chrUextra	23472238	23472239	-	1	23472239	11.1381437082637	11.1381437082637	7367	2	1	29
7368	chrUextra	23515045	23515047	-	2	23515046	4.63444409634231	3.47217630427602	7368	1.18872187554087	2	12
7369	chrUextra	23585593	23585595	-	2	23585595	18.4380074997574	14.197493831883	7369	1.22344421455554	2	48
7370	chrUextra	23633596	23633597	-	1	23633597	20.6907126331071	20.6907126331071	7370	1.77771516931431	2	56
7371	chrUextra	23678565	23678566	-	1	23678566	26.7946735303018	26.7946735303018	7371	2	1	70
7372	chrUextra	23682308	23682312	-	3	23682310	12.3266853551978	8.07552011196818	7372	0.746567197898662	3	32
7373	chrUextra	23695793	23695794	-	1	23695794	6.92595847127459	6.92595847127459	7373	2	1	18
7374	chrUextra	23807307	23807309	-	2	23807309	9.24255189886748	7.30922160650763	7374	1.26171513385655	2	24
7375	chrUextra	23872241	23872243	-	2	23872242	10.7836577575128	6.15918280477931	7375	1.01477186396575	2	28
7376	chrUextra	23873077	23873078	-	1	23873078	18.4000354603643	18.4000354603643	7376	2	1	48
7377	chrUextra	23909682	23909686	-	2	23909686	68.7796211521464	55.7290535613015	7377	1.30085869366474	2	180
7378	chrUextra	23952998	23952999	-	1	23952999	28.3197752817744	28.3197752817744	7378	2	1	74
7379	chrUextra	23957174	23957175	-	1	23957175	11.1381437082637	11.1381437082637	7379	2	1	29
7380	chrUextra	23980596	23980600	-	3	23980597	16.1625806800103	10.3728317779009	7380	0.731751243452766	3	42
7381	chrUextra	24074485	24074486	-	1	24074486	6.15918280477931	6.15918280477931	7381	2	1	16
7382	chrUextra	24077513	24077517	-	3	24077514	6.18336834426187	3.08777025983574	7382	0.183659886146592	4	18
7383	chrUextra	24080108	24080110	-	2	24080109	5.40440402919964	3.85641860974955	7383	1.13687943143337	2	14
7384	chrUextra	24081983	24081984	-	1	24081984	21.8356786947518	21.8356786947518	7384	2	1	57
7385	chrUextra	24108806	24108808	-	2	24108807	103.380334971172	85.3621820956773	7385	1.33450475410647	2	271
7386	chrUextra	24120723	24120728	-	3	24120724	11.5517921967799	8.84153898526358	7386	0.98633648744064	3	30
7387	chrUextra	24166329	24166330	-	1	24166330	160.805685231748	160.805685231748	7387	2	1	423
7388	chrUextra	24224074	24224075	-	1	24224075	6.92595847127459	6.92595847127459	7388	2	1	18
7389	chrUextra	24256072	24256076	-	2	24256073	2.71025321151637	1.54798541945008	7389	0.469506943242517	3	9
7390	chrUextra	24280591	24280593	-	2	24280593	8.09693227762396	4.24051366787441	7390	1.00163632740619	2	21
7391	chrUextra	24331798	24331801	-	2	24331799	5.0201617237261	3.47217630427602	7391	1.10950835978051	2	13
7392	chrUextra	24365188	24365191	-	2	24365191	40.535447565093	38.987462145643	7392	1.76818694997541	2	106
7393	chrUextra	24373349	24373350	-	1	24373350	29.082206763366	29.082206763366	7393	2	1	76
7394	chrUextra	24377053	24377054	-	1	24377054	20.3090038342817	20.3090038342817	7394	2	1	53
7395	chrUextra	24428921	24428923	-	2	24428922	5.79095008361522	3.08777025983574	7395	1.00320836801836	2	15
7396	chrUextra	24493334	24493336	-	2	24493335	3.86636379512118	2.3183783756711	7396	1.02904940554533	2	10
7397	chrUextra	24538462	24538466	-	4	24538464	403.964099564155	292.049387646072	7397	0.804248372829903	4	1063
7398	chrUextra	24548807	24548809	-	2	24548809	29.1354879613139	23.7434486294322	7398	1.31079801488263	2	76
7399	chrUextra	24553246	24553247	-	1	24553247	19.5455030213381	19.5455030213381	7399	2	1	51
7400	chrUextra	24616706	24616721	-	2	24616707	3.09597083890017	1.54798541945008	7400	0.478071905112638	3	10
7401	chrUextra	24616796	24616799	-	2	24616799	63.7957032760744	56.8697448047998	7401	1.50680324989016	2	167
7402	chrUextra	24624177	24624178	-	1	24624178	17.6362391963443	17.6362391963443	7402	2	1	46
