chr	pos	strand	fly
chr3R	27244639	+	4
chr3R	27245180	+	2
chr3R	27250651	-	1
chr3R	27251181	+	1
chr3R	27254745	-	2
chr3R	27256171	-	1
chr3R	27259464	+	1
chr3R	27259488	+	1
chr3R	27260427	-	1
chr3R	27261604	-	1
chr3R	27265383	+	1
chr3R	27269537	+	5
chr3R	27269737	-	1
chr3R	27270944	+	1
chr3R	27271452	-	1
chr3R	27271453	-	1
chr3R	27272603	+	1
chr3R	27273514	+	2
chr3R	27273568	+	1
chr3R	27275047	+	3
chr3R	27279033	-	1
chr3R	27279182	+	1
chr3R	27279421	+	1
chr3R	27279625	+	4
chr3R	27279664	+	1
chr3R	27279698	+	2
chr3R	27279778	+	4
chr3R	27279902	+	3
chr3R	27280552	+	2
chr3R	27280773	-	2
chr3R	27280926	+	3
chr3R	27281036	+	1
chr3R	27281039	+	14
chr3R	27281138	+	1
chr3R	27281214	+	1
chr3R	27281275	+	1
chr3R	27282286	+	1
chr3R	27282427	-	1
chr3R	27283061	+	1
chr3R	27283064	+	2
chr3R	27283364	+	2
chr3R	27283376	+	1
chr3R	27283738	-	1
chr3R	27283832	-	2
chr3R	27285572	-	4
chr3R	27285926	-	1
chr3R	27286132	-	1
chr3R	27286285	-	1
chr3R	27286396	-	3
chr3R	27286429	+	1
chr3R	27286502	-	1
chr3R	27286705	-	2
chr3R	27286720	-	1
chr3R	27286784	-	2
chr3R	27286789	-	4
chr3R	27286818	-	2
chr3R	27287541	-	1
chr3R	27287576	-	3
chr3R	27287635	-	4
chr3R	27287662	-	1
chr3R	27287675	-	2
chr3R	27288503	+	1
chr3R	27288602	-	1
chr3R	27288715	-	7
chr3R	27288897	+	3
chr3R	27292310	+	1
chr3R	27295539	+	2
chr3R	27296302	+	2
chr3R	27297046	+	2
chr3R	27300816	-	4
chr3R	27307329	-	1
chr3R	27309503	-	1
chr3R	27312508	+	2
chr3R	27315036	-	3
chr3R	27316398	+	1
chr3R	27320351	-	1
chr3R	27320799	-	2
chr3R	27322791	+	1
chr3R	27323213	+	3
chr3R	27323822	+	2
chr3R	27323920	-	4
chr3R	27324926	+	1
chr3R	27324955	+	31
chr3R	27326794	-	1
chr3R	27328777	+	4
chr3R	27328890	+	1
chr3R	27329203	+	2
chr3R	27329847	+	1
chr3R	27329866	+	1
chr3R	27329954	+	1
chr3R	27330024	+	9
chr3R	27330066	+	6
chr3R	27330319	+	2
chr3R	27330369	+	1
chr3R	27330387	+	1
chr3R	27330447	+	2
chr3R	27330459	+	4
chr3R	27330507	+	2
chr3R	27330550	+	2
chr3R	27330576	+	2
chr3R	27330673	+	13
chr3R	27330760	+	2
chr3R	27331538	+	2
chr3R	27332014	+	2
chr3R	27332097	+	1
chr3R	27332180	+	1
chr3R	27332517	+	3
chr3R	27332664	+	5
chr3R	27332676	+	2
chr3R	27332679	+	8
chr3R	27336326	+	2
chr3R	27336684	+	2
chr3R	27337904	+	1
chr3R	27338075	+	1
chr3R	27341863	+	1
chr3R	27343612	+	1
chr3R	27347340	-	2
chr3R	27350204	-	1
chr3R	27353341	+	1
chr3R	27354898	+	1
chr3R	27355574	+	2
chr3R	27356900	+	1
chr3R	27359263	-	1
chr3R	27359496	-	2
chr3R	27359497	-	1
chr3R	27362941	-	1
chr3R	27367892	-	2
chr3R	27373394	+	1
chr3R	27377780	+	1
chr3R	27377822	+	1
chr3R	27380242	-	1
chr3R	27380368	-	2
chr3R	27380667	-	1
chr3R	27383410	-	2
chr3R	27383526	-	1
chr3R	27383885	-	1
chr3R	27384105	+	1
chr3R	27384151	+	4
chr3R	27384181	+	1
chr3R	27384948	+	1
chr3R	27384993	+	4
chr3R	27385044	+	1
chr3R	27385047	+	3
chr3R	27385224	+	1
chr3R	27385755	+	1
chr3R	27386836	+	1
chr3R	27387954	+	1
chr3R	27388248	+	1
chr3R	27388670	+	1
chr3R	27389002	+	1
chr3R	27391077	+	1
chr3R	27391264	+	1
chr3R	27391390	+	1
chr3R	27391496	-	1
chr3R	27392347	-	1
chr3R	27392429	-	3
chr3R	27393189	-	1
chr3R	27397855	+	1
chr3R	27397861	+	4
chr3R	27397883	+	1
chr3R	27397901	+	1
chr3R	27398572	+	1
chr3R	27398746	+	3
chr3R	27398836	+	1
chr3R	27399000	+	2
chr3R	27399072	+	2
chr3R	27399077	+	1
chr3R	27399452	+	2
chr3R	27399551	+	1
chr3R	27399603	+	1
chr3R	27399757	+	20
chr3R	27399799	+	28
chr3R	27399840	+	1
chr3R	27399910	+	1
chr3R	27400143	+	1
chr3R	27400333	-	1
chr3R	27401226	+	2
chr3R	27401269	+	1
chr3R	27401328	+	2
chr3R	27401342	+	4
chr3R	27401508	-	3
chr3R	27401602	-	4
chr3R	27401791	-	1
chr3R	27402231	-	1
chr3R	27402370	-	1
chr3R	27402374	-	1
chr3R	27402539	-	4
chr3R	27402615	-	1
chr3R	27403093	-	2
chr3R	27403156	-	2
chr3R	27403182	-	2
chr3R	27403561	-	2
chr3R	27403652	+	1
chr3R	27403796	-	1
chr3R	27404268	-	2
chr3R	27404312	+	2
chr3R	27404952	+	2
chr3R	27405672	-	1
chr3R	27406427	-	1
chr3R	27406825	+	2
chr3R	27407462	+	2
chr3R	27408055	+	1
chr3R	27409024	+	1
chr3R	27409040	+	4
chr3R	27409174	+	4
chr3R	27409505	+	1
chr3R	27409966	+	2
chr3R	27411042	-	1
chr3R	27411080	+	1
chr3R	27412251	+	1
chr3R	27412354	-	2
chr3R	27412469	+	1
chr3R	27412553	+	2
chr3R	27412640	+	2
chr3R	27413100	+	2
chr3R	27413124	+	2
chr3R	27413752	+	1
chr3R	27414379	+	1
chr3R	27414438	+	3
chr3R	27415750	+	2
chr3R	27415867	+	2
chr3R	27416060	+	4
chr3R	27416122	+	1
chr3R	27418450	+	2
chr3R	27418508	-	1
chr3R	27419070	-	2
chr3R	27419439	+	1
chr3R	27419812	-	5
chr3R	27420246	+	1
chr3R	27420255	+	1
chr3R	27420455	-	3
chr3R	27420503	-	2
chr3R	27420504	-	3
chr3R	27420505	-	20
chr3R	27420506	-	10
chr3R	27420564	-	3
chr3R	27420565	-	10
chr3R	27420567	-	361
chr3R	27420589	-	2
chr3R	27420625	-	67
chr3R	27420646	-	22
chr3R	27420662	-	1
chr3R	27420664	-	3
chr3R	27420679	+	1
chr3R	27420685	-	1
chr3R	27420699	-	1
chr3R	27420753	-	1
chr3R	27420774	-	1
chr3R	27420789	-	2
chr3R	27420791	-	1
chr3R	27420793	-	4
chr3R	27420797	-	1
chr3R	27420816	-	1
chr3R	27420842	-	1
chr3R	27420874	-	15
chr3R	27420954	-	3
chr3R	27420956	-	3
chr3R	27420972	-	2
chr3R	27421055	-	1
chr3R	27421056	-	10
chr3R	27421057	-	22
chr3R	27421103	-	1
chr3R	27421122	-	4
chr3R	27421185	-	4
chr3R	27421186	-	11
chr3R	27421187	-	3
chr3R	27421191	-	19
chr3R	27421194	-	1
chr3R	27421211	+	1
chr3R	27421216	-	1
chr3R	27421217	-	16
chr3R	27421248	-	2
chr3R	27421251	-	5
chr3R	27421253	-	2
chr3R	27421269	-	1
chr3R	27421287	-	5
chr3R	27421318	-	1
chr3R	27421583	-	1
chr3R	27421805	-	38
chr3R	27421826	-	2
chr3R	27421829	-	1
chr3R	27421943	-	2
chr3R	27422398	-	1
chr3R	27422432	-	5
chr3R	27422434	-	2
chr3R	27422436	-	1
chr3R	27422498	-	1
chr3R	27422499	-	2
chr3R	27422882	-	6
chr3R	27423042	-	1
chr3R	27423064	-	2
chr3R	27423222	-	1
chr3R	27423365	+	1
chr3R	27423385	-	2
chr3R	27423386	-	1
chr3R	27423483	-	3
chr3R	27423504	-	1
chr3R	27423513	-	2
chr3R	27423527	-	2
chr3R	27423529	-	1
chr3R	27423588	-	1
chr3R	27423589	-	2
chr3R	27423722	-	3
chr3R	27423849	-	2
chr3R	27423851	-	1
chr3R	27424072	-	3
chr3R	27424370	-	9
chr3R	27424371	-	4
chr3R	27424372	-	11
chr3R	27424384	-	3
chr3R	27424627	-	2
chr3R	27424630	-	1
chr3R	27424763	+	1
chr3R	27424818	-	2
chr3R	27424820	-	7
chr3R	27424835	-	48
chr3R	27424836	-	64
chr3R	27424837	-	5
chr3R	27424838	-	1
chr3R	27424839	-	7
chr3R	27424871	+	1
chr3R	27424953	-	1
chr3R	27424966	-	1
chr3R	27424974	-	1
chr3R	27426294	-	3
chr3R	27426625	-	2
chr3R	27426714	+	1
chr3R	27427077	-	4
chr3R	27427078	-	2
chr3R	27427182	-	1
chr3R	27427183	-	2
chr3R	27427186	-	1
chr3R	27427241	-	2
chr3R	27427245	-	2
chr3R	27427282	-	5
chr3R	27427283	-	1
chr3R	27427285	-	1
chr3R	27427294	-	8
chr3R	27427307	-	2
chr3R	27427310	-	1
chr3R	27427335	-	1
chr3R	27427358	-	9
chr3R	27427359	-	2
chr3R	27427360	-	1
chr3R	27427362	-	1
chr3R	27427376	-	1
chr3R	27427385	-	20
chr3R	27427386	-	3
chr3R	27427427	-	2
chr3R	27427439	-	6
chr3R	27427456	-	4
chr3R	27427514	-	1
chr3R	27427526	-	12
chr3R	27427527	-	3
chr3R	27427598	-	1
chr3R	27427659	-	1
chr3R	27427672	-	1
chr3R	27427739	-	1
chr3R	27427740	-	4
chr3R	27427742	-	1
chr3R	27427743	-	9
chr3R	27427745	-	2
chr3R	27427746	-	13
chr3R	27427748	-	1
chr3R	27427749	-	4
chr3R	27427848	-	1
chr3R	27427849	-	1
chr3R	27428263	-	2
chr3R	27428322	-	2
chr3R	27428870	-	1
chr3R	27429090	-	2
chr3R	27429336	-	1
chr3R	27429433	-	1
chr3R	27429492	-	1
chr3R	27429519	-	2
chr3R	27429635	-	1
chr3R	27429672	-	1
chr3R	27429688	-	1
chr3R	27429727	-	3
chr3R	27429763	-	12
chr3R	27429861	-	1
chr3R	27429921	-	2
chr3R	27429946	-	4
chr3R	27430099	-	1
chr3R	27430152	-	1
chr3R	27430501	-	1
chr3R	27430594	-	1
chr3R	27430596	-	3
chr3R	27431491	-	1
chr3R	27431856	-	1
chr3R	27432038	-	1
chr3R	27432168	-	2
chr3R	27432226	-	3
chr3R	27432315	-	1
chr3R	27432661	-	3
chr3R	27432704	-	2
chr3R	27432826	-	1
chr3R	27432833	-	2
chr3R	27433051	-	1
chr3R	27433068	-	2
chr3R	27433119	-	1
chr3R	27433145	-	1
chr3R	27433293	-	1
chr3R	27433297	-	1
chr3R	27434192	-	1
chr3R	27434697	+	2
chr3R	27435086	-	1
chr3R	27435152	-	3
chr3R	27435153	-	1
chr3R	27435244	-	4
chr3R	27435269	-	2
chr3R	27435280	-	6
chr3R	27435308	-	2
chr3R	27435311	-	1
chr3R	27435312	-	1
chr3R	27435339	-	13
chr3R	27435348	-	2
chr3R	27435384	-	5
chr3R	27435385	-	1
chr3R	27435386	-	1
chr3R	27435389	-	4
chr3R	27435404	-	1
chr3R	27436148	-	1
chr3R	27436708	-	11
chr3R	27440277	+	1
chr3R	27440305	+	1
chr3R	27440421	+	12
chr3R	27440423	-	1
chr3R	27440564	+	2
chr3R	27440685	+	1
chr3R	27440803	+	6
chr3R	27440865	+	1
chr3R	27440880	+	4
chr3R	27440998	+	2
chr3R	27441157	-	2
chr3R	27441805	-	1
chr3R	27442069	+	1
chr3R	27442364	+	1
chr3R	27442480	+	1
chr3R	27443001	+	3
chr3R	27443247	-	1
chr3R	27443390	+	1
chr3R	27443681	+	8
chr3R	27444671	+	2
chr3R	27444710	+	1
chr3R	27444980	+	1
chr3R	27445127	+	1
chr3R	27445475	+	4
chr3R	27445655	+	1
chr3R	27446001	+	1
chr3R	27446345	+	1
chr3R	27446864	+	1
chr3R	27447606	-	5
chr3R	27448071	-	2
chr3R	27448775	-	2
chr3R	27449449	-	1
chr3R	27449853	-	1
chr3R	27451103	+	1
chr3R	27451633	+	1
chr3R	27454099	+	1
chr3R	27454510	+	1
chr3R	27455643	+	1
chr3R	27457440	+	1
chr3R	27459592	+	1
chr3R	27460549	+	2
chr3R	27460828	+	2
chr3R	27462630	-	1
chr3R	27463068	+	2
chr3R	27463197	-	1
chr3R	27464720	-	1
chr3R	27465759	-	1
chr3R	27473796	-	1
chr3R	27473900	-	2
chr3R	27475354	-	2
chr3R	27476869	-	2
chr3R	27479213	+	4
chr3R	27479235	-	2
chr3R	27479911	+	1
chr3R	27481602	+	1
chr3R	27483108	-	1
chr3R	27484615	+	2
chr3R	27485687	+	1
chr3R	27486517	+	3
chr3R	27486605	-	1
chr3R	27487012	-	1
chr3R	27487175	-	1
chr3R	27487301	+	1
chr3R	27488628	+	1
chr3R	27490324	+	1
chr3R	27490579	+	3
chr3R	27492318	-	1
chr3R	27492515	-	1
chr3R	27494551	-	2
chr3R	27495614	+	1
chr3R	27497125	-	4
chr3R	27497329	+	4
chr3R	27499390	-	2
chr3R	27499943	+	2
chr3R	27500235	+	2
chr3R	27500284	+	1
chr3R	27500333	+	1
chr3R	27500414	+	2
chr3R	27500528	+	3
chr3R	27500531	+	1
chr3R	27500677	-	1
chr3R	27501174	+	1
chr3R	27501525	+	1
chr3R	27501884	+	2
chr3R	27502128	+	2
chr3R	27502140	+	1
chr3R	27502299	+	2
chr3R	27502302	+	1
chr3R	27502340	+	2
chr3R	27502689	+	1
chr3R	27502818	+	3
chr3R	27502823	-	4
chr3R	27503221	+	3
chr3R	27503505	+	2
chr3R	27503535	+	1
chr3R	27503538	+	4
chr3R	27503559	+	2
chr3R	27506813	-	2
chr3R	27507842	+	1
chr3R	27508796	+	1
chr3R	27509525	+	1
chr3R	27512706	+	2
chr3R	27513217	+	1
chr3R	27526295	+	1
chr3R	27527330	+	3
chr3R	27529158	-	1
chr3R	27529211	+	1
chr3R	27529716	-	1
chr3R	27530839	+	1
chr3R	27531228	-	1
chr3R	27531233	-	5
chr3R	27531906	-	1
chr3R	27532934	+	1
chr3R	27535884	+	1
chr3R	27535933	+	3
chr3R	27536102	-	3
chr3R	27536336	-	1
chr3R	27537631	-	1
chr3R	27537647	+	1
chr3R	27539585	+	2
chr3R	27540376	+	1
chr3R	27542889	+	1
chr3R	27545322	+	2
chr3R	27545487	-	2
chr3R	27549764	+	4
chr3R	27550242	+	1
chr3R	27550547	-	1
chr3R	27550717	+	2
chr3R	27550987	-	2
chr3R	27553037	-	1
chr3R	27553352	-	1
chr3R	27553547	+	1
chr3R	27553632	+	3
chr3R	27553734	+	2
chr3R	27553743	+	1
chr3R	27553944	+	1
chr3R	27553954	+	2
chr3R	27554108	+	1
chr3R	27554164	+	3
chr3R	27554595	+	1
chr3R	27555364	+	2
chr3R	27555573	+	5
chr3R	27555576	+	1
chr3R	27555582	+	1
chr3R	27555586	+	68
chr3R	27555618	+	2
chr3R	27555640	+	2
chr3R	27555711	+	1
chr3R	27555729	+	5
chr3R	27555755	+	5
chr3R	27555776	+	1
chr3R	27555781	+	5
chr3R	27555795	+	20
chr3R	27555805	+	2
chr3R	27555808	+	8
chr3R	27555832	+	1
chr3R	27555835	+	1
chr3R	27555972	+	2
chr3R	27556401	+	1
chr3R	27556503	+	1
chr3R	27556715	+	1
chr3R	27557188	+	1
chr3R	27557320	+	2
chr3R	27557406	+	1
chr3R	27557589	+	1
chr3R	27558020	+	4
chr3R	27558417	+	2
chr3R	27558454	+	1
chr3R	27558674	+	1
chr3R	27559138	+	1
chr3R	27559199	-	3
chr3R	27559220	+	2
chr3R	27559223	+	2
chr3R	27559277	+	3
chr3R	27559295	+	3
chr3R	27559358	-	2
chr3R	27559367	+	2
chr3R	27560104	+	2
chr3R	27560208	+	2
chr3R	27560523	-	2
chr3R	27560559	+	1
chr3R	27560931	+	1
chr3R	27561383	-	1
chr3R	27561785	-	1
chr3R	27562666	-	3
chr3R	27562667	-	2
chr3R	27562698	-	5
chr3R	27562735	+	2
chr3R	27562776	+	6
chr3R	27563022	-	1
chr3R	27563023	-	5
chr3R	27563069	+	2
chr3R	27567977	+	3
chr3R	27568179	-	2
chr3R	27568181	-	1
chr3R	27568956	+	1
chr3R	27569237	+	10
chr3R	27569241	+	1
chr3R	27569281	+	1
chr3R	27569658	+	2
chr3R	27570005	+	8
chr3R	27570059	+	12
chr3R	27570092	+	3
chr3R	27570125	+	2
chr3R	27570128	+	1
chr3R	27570130	+	1
chr3R	27570877	-	1
chr3R	27571065	-	1
chr3R	27571530	-	3
chr3R	27571531	-	2
chr3R	27571532	-	1
chr3R	27571533	-	3
chr3R	27571606	-	1
chr3R	27571661	-	2
chr3R	27572264	-	2
chr3R	27572265	-	6
chr3R	27573390	+	78
chr3R	27573506	+	1
chr3R	27573986	-	2
chr3R	27574097	+	2
chr3R	27574448	+	1
chr3R	27574500	-	1
chr3R	27574959	+	2
chr3R	27575208	+	1
chr3R	27575211	+	2
chr3R	27575745	+	1
chr3R	27575781	+	3
chr3R	27576274	+	2
chr3R	27576489	+	6
chr3R	27576506	+	4
chr3R	27576642	+	1
chr3R	27576703	+	4
chr3R	27576706	-	3
chr3R	27576707	-	3
chr3R	27576708	-	2
chr3R	27576785	+	1
chr3R	27577005	+	1
chr3R	27577716	-	2
chr3R	27578389	-	1
chr3R	27582673	-	1
chr3R	27583838	-	1
chr3R	27583839	-	12
chr3R	27585199	-	2
chr3R	27585273	-	1
chr3R	27585274	-	3
chr3R	27585317	-	2
chr3R	27586518	-	1
chr3R	27589161	-	1
chr3R	27589322	-	1
chr3R	27589546	-	1
chr3R	27589547	-	2
chr3R	27589604	-	1
chr3R	27589872	-	2
chr3R	27589873	-	1
chr3R	27589897	-	1
chr3R	27590040	-	2
chr3R	27595085	-	4
chr3R	27596131	-	1
chr3R	27596132	-	5
chr3R	27596145	-	1
chr3R	27596472	-	1
chr3R	27596678	-	1
chr3R	27596865	-	2
chr3R	27596875	-	1
chr3R	27597435	-	2
chr3R	27597922	-	1
chr3R	27598314	+	1
chr3R	27598345	+	1
chr3R	27598948	+	1
chr3R	27599313	+	1
chr3R	27599424	+	3
chr3R	27599501	+	2
chr3R	27599525	+	3
chr3R	27599528	+	2
chr3R	27599724	+	1
chr3R	27599849	+	3
chr3R	27600212	+	1
chr3R	27600230	+	3
chr3R	27600302	+	44
chr3R	27600352	+	6
chr3R	27600428	+	1
chr3R	27600431	+	24
chr3R	27600590	+	2
chr3R	27600593	-	1
chr3R	27600615	-	2
chr3R	27600898	-	2
chr3R	27602334	-	1
chr3R	27604234	+	1
chr3R	27604395	+	1
chr3R	27605182	+	3
chr3R	27605716	+	1
chr3R	27606015	+	1
chr3R	27606088	+	1
chr3R	27606295	+	2
chr3R	27606994	+	1
chr3R	27607097	+	3
chr3R	27608413	+	1
chr3R	27608488	+	2
chr3R	27610377	-	1
chr3R	27610660	+	3
chr3R	27610692	+	1
chr3R	27610779	+	1
chr3R	27610804	+	2
chr3R	27610949	+	1
chr3R	27611148	+	1
chr3R	27611409	+	1
chr3R	27611418	+	1
chr3R	27611496	+	2
chr3R	27611527	+	1
chr3R	27611565	+	2
chr3R	27611571	-	1
chr3R	27611584	+	1
chr3R	27611584	-	3
chr3R	27611598	+	1
chr3R	27611766	+	6
chr3R	27611769	+	2
chr3R	27611814	+	3
chr3R	27611817	+	2
chr3R	27612308	+	1
chr3R	27612311	+	3
chr3R	27612487	+	2
chr3R	27612502	+	4
chr3R	27612580	+	2
chr3R	27612606	+	3
chr3R	27612935	+	2
chr3R	27612961	+	2
chr3R	27613137	+	1
chr3R	27613221	+	1
chr3R	27613302	+	4
chr3R	27613310	+	2
chr3R	27613350	+	3
chr3R	27613587	+	1
chr3R	27613591	+	1
chr3R	27613619	+	1
chr3R	27613684	+	3
chr3R	27613725	+	7
chr3R	27613804	+	12
chr3R	27614505	+	2
chr3R	27615216	+	1
chr3R	27615224	+	8
chr3R	27615340	+	2
chr3R	27615468	+	1
chr3R	27615609	+	1
chr3R	27615639	+	1
chr3R	27615936	+	3
chr3R	27616267	+	1
chr3R	27616406	+	1
chr3R	27616493	+	4
chr3R	27616586	+	5
chr3R	27616824	-	2
chr3R	27616892	-	1
chr3R	27617622	-	2
chr3R	27618225	-	1
chr3R	27618290	-	2
chr3R	27618374	-	1
chr3R	27618510	-	1
chr3R	27618728	-	2
chr3R	27618729	-	1
chr3R	27618743	-	1
chr3R	27618747	-	4
chr3R	27619013	-	1
chr3R	27619092	-	3
chr3R	27619117	-	1
chr3R	27619153	-	1
chr3R	27619421	-	1
chr3R	27619422	-	7
chr3R	27619508	-	5
chr3R	27619613	-	1
chr3R	27619632	-	6
chr3R	27619692	+	1
chr3R	27619728	+	1
chr3R	27619812	+	1
chr3R	27619851	+	1
chr3R	27619995	+	13
chr3R	27620068	+	1
chr3R	27620123	+	1
chr3R	27620948	+	1
chr3R	27621431	+	3
chr3R	27621810	+	1
chr3R	27622536	+	1
chr3R	27622695	+	2
chr3R	27622867	+	1
chr3R	27622870	+	2
chr3R	27622901	+	1
chr3R	27622953	+	2
chr3R	27623112	-	2
chr3R	27623149	+	1
chr3R	27623185	+	1
chr3R	27623291	+	1
chr3R	27623401	+	1
chr3R	27623506	+	2
chr3R	27623537	+	2
chr3R	27623547	+	3
chr3R	27623556	+	6
chr3R	27623613	+	1
chr3R	27623622	+	3
chr3R	27623682	+	4
chr3R	27623721	+	7
chr3R	27623724	+	3
chr3R	27623843	+	1
chr3R	27623945	+	1
chr3R	27624757	+	2
chr3R	27624781	+	1
chr3R	27624872	-	2
chr3R	27625277	+	9
chr3R	27625311	+	1
chr3R	27629049	+	1
chr3R	27629270	+	1
chr3R	27629379	+	1
chr3R	27629588	+	1
chr3R	27629623	+	1
chr3R	27631101	-	1
chr3R	27631146	+	44
chr3R	27631149	+	23
chr3R	27631178	+	19
chr3R	27631332	+	11
chr3R	27632015	+	1
chr3R	27632598	-	3
chr3R	27633560	-	1
chr3R	27633788	+	1
chr3R	27633824	-	1
chr3R	27633985	-	3
chr3R	27634946	+	1
chr3R	27635418	-	3
chr3R	27635580	-	2
chr3R	27635877	+	1
chr3R	27636286	-	1
chr3R	27641851	+	1
chr3R	27642464	+	1
chr3R	27643990	+	2
chr3R	27644357	+	1
chr3R	27644602	+	2
chr3R	27652195	-	1
chr3R	27654314	+	1
chr3R	27654937	-	1
chr3R	27656172	-	1
chr3R	27660391	-	1
chr3R	27660725	+	1
chr3R	27662051	-	2
chr3R	27663691	+	1
chr3R	27665087	-	1
chr3R	27667170	+	2
chr3R	27668295	+	1
chr3R	27668953	+	1
chr3R	27670778	+	1
chr3R	27670932	+	1
chr3R	27672408	+	1
chr3R	27672626	-	3
chr3R	27672829	-	1
chr3R	27672833	-	10
chr3R	27672866	-	3
chr3R	27672869	-	1
chr3R	27673092	-	5
chr3R	27673433	-	3
chr3R	27673477	-	1
chr3R	27673546	-	1
chr3R	27673777	-	4
chr3R	27673839	-	2
chr3R	27674328	-	1
chr3R	27675139	-	1
chr3R	27676687	-	3
chr3R	27676703	-	2
chr3R	27676713	-	2
chr3R	27676798	-	4
chr3R	27676869	+	1
chr3R	27676945	-	1
chr3R	27677131	-	2
chr3R	27677305	+	1
chr3R	27677353	-	3
chr3R	27677373	-	1
chr3R	27678394	+	2
chr3R	27682912	-	1
chr3R	27683138	+	1
chr3R	27683442	-	1
chr3R	27687577	-	1
chr3R	27688000	+	1
chr3R	27691912	-	1
chr3R	27697652	-	1
chr3R	27698316	-	2
chr3R	27703532	-	2
chr3R	27704489	-	1
chr3R	27706420	+	1
chr3R	27708670	-	1
chr3R	27709305	+	1
chr3R	27709391	+	3
chr3R	27709640	-	1
chr3R	27709967	+	2
chr3R	27723051	-	2
chr3R	27723406	+	2
chr3R	27726689	-	2
chr3R	27726876	-	1
chr3R	27727238	-	2
chr3R	27727900	-	1
chr3R	27730273	-	1
chr3R	27731666	+	1
chr3R	27732246	+	1
chr3R	27733079	-	1
chr3R	27733113	-	1
chr3R	27734023	-	2
chr3R	27734446	-	1
chr3R	27734447	-	2
chr3R	27734500	-	3
chr3R	27735550	+	1
chr3R	27736372	+	2
chr3R	27738434	-	1
chr3R	27738473	-	3
chr3R	27738978	-	1
chr3R	27742204	+	1
chr3R	27744375	-	1
chr3R	27747397	+	1
chr3R	27747402	-	6
chr3R	27754095	+	2
chr3R	27756347	+	1
chr3R	27757572	-	3
chr3R	27758683	+	1
chr3R	27759785	-	3
chr3R	27760316	-	1
chr3R	27760679	-	1
chr3R	27760739	-	3
chr3R	27760830	-	7
chr3R	27760831	-	3
chr3R	27761103	-	2
chr3R	27761105	-	1
chr3R	27761319	-	3
chr3R	27762240	-	4
chr3R	27762256	-	6
chr3R	27762257	-	1
chr3R	27762298	-	1
chr3R	27762326	-	5
chr3R	27765704	-	1
chr3R	27766657	-	1
chr3R	27766700	-	1
chr3R	27769799	-	2
chr3R	27770113	-	3
chr3R	27770529	-	3
chr3R	27770793	-	2
chr3R	27772194	+	2
chr3R	27775466	-	2
chr3R	27775566	-	2
chr3R	27776598	-	1
chr3R	27777178	+	1
chr3R	27780585	+	1
chr3R	27780609	+	1
chr3R	27783497	-	1
chr3R	27783810	-	2
chr3R	27784558	-	1
chr3R	27784789	-	1
chr3R	27785880	-	1
chr3R	27790512	-	1
chr3R	27790903	-	2
chr3R	27791358	+	1
chr3R	27793046	-	1
chr3R	27793418	-	3
chr3R	27794456	-	1
chr3R	27798427	-	2
chr3R	27801225	-	2
chr3R	27801247	-	1
chr3R	27801548	-	1
chr3R	27801587	-	1
chr3R	27806443	+	4
chr3R	27811466	-	4
chr3R	27811517	-	1
chr3R	27811520	-	2
chr3R	27811865	+	2
chr3R	27812655	+	1
chr3R	27812692	+	1
chr3R	27812695	+	1
chr3R	27812934	+	2
chr3R	27814998	+	5
chr3R	27815010	+	3
chr3R	27815318	+	1
chr3R	27815529	+	3
chr3R	27815611	+	1
chr3R	27815829	+	1
chr3R	27815930	+	4
chr3R	27816522	+	2
chr3R	27816701	+	1
chr3R	27823408	-	1
chr3R	27831662	-	1
chr3R	27838534	+	1
chr3R	27838808	+	3
chr3R	27839024	+	2
chr3R	27839695	+	1
chr3R	27840920	+	2
chr3R	27845723	-	1
chr3R	27847920	-	1
chr3R	27851316	-	1
chr3R	27851502	-	1
chr3R	27852142	-	1
chr3R	27852641	+	2
chr3R	27852785	-	2
chr3R	27853496	+	1
chr3R	27858419	-	2
chr3R	27859495	-	1
chr3R	27860038	-	1
chr3R	27860187	-	1
chr3R	27860210	-	1
chr3R	27861584	-	1
chr3R	27861638	+	2
chr3R	27870408	-	1
chr3R	27871261	-	1
chr3R	27872256	-	7
chr3R	27872257	-	1
chr3R	27872452	+	2
chr3R	27874225	-	2
chr3R	27874460	-	10
chr3R	27874502	-	1
chr3R	27875166	-	2
chr3R	27875484	-	2
chr3R	27875486	-	1
chr3R	27876028	+	1
chr3R	27877189	-	1
chr3R	27877398	-	1
chr3R	27877714	-	2
chr3R	27878337	+	2
chr3R	27878553	+	33
chr3R	27878604	+	2
chr3R	27878622	+	23
chr3R	27878630	+	1
chr3R	27878658	+	2
chr3R	27878687	+	1
chr3R	27878969	+	5
chr3R	27878975	+	5
chr3R	27878978	+	124
chr3R	27879021	+	1
chr3R	27879078	+	2
chr3R	27879131	+	1
chr3R	27879139	+	16
chr3R	27879182	+	2
chr3R	27879203	+	1
chr3R	27879226	+	1
chr3R	27879353	+	3
chr3R	27879401	+	2
chr3R	27879404	+	70
chr3R	27879432	+	3
chr3R	27879459	+	1
chr3R	27879465	+	6
chr3R	27879468	+	10
chr3R	27879479	+	3
chr3R	27879495	+	2
chr3R	27879533	+	1
chr3R	27879679	+	7
chr3R	27879731	+	2
chr3R	27879736	+	4
chr3R	27879799	+	1
chr3R	27879916	+	5
chr3R	27879921	+	22
chr3R	27879947	+	7
chr3R	27879964	+	1
chr3R	27880036	+	2
chr3R	27880163	+	6
chr3R	27880183	+	4
