fly.cluster	fly.chr	fly.start	fly.end	fly.strand	fly.nr_ctss	fly.dominant_ctss	fly.tpm	fly.tpm.dominant_ctss
7059	chrUextra	12057723	12057725	-	2	12057725	6.94002475133182	5.39203933188174
7060	chrUextra	12109892	12109893	-	1	12109893	28.3197752817744	28.3197752817744
7061	chrUextra	12200695	12200696	-	1	12200696	23.7434486294322	23.7434486294322
7062	chrUextra	12279142	12279143	-	1	12279143	6.15918280477931	6.15918280477931
7063	chrUextra	12318232	12318234	-	2	12318234	5.0201617237261	3.47217630427602
7064	chrUextra	12347593	12347599	-	4	12347594	193.447530122958	158.533419479032
7065	chrUextra	12354311	12354312	-	1	12354312	13.0505675908449	13.0505675908449
7066	chrUextra	12355947	12355948	-	1	12355948	10.3728317779009	10.3728317779009
7067	chrUextra	12373595	12373597	-	2	12373596	5.79095008361522	3.08777025983574
7068	chrUextra	12381010	12381011	-	1	12381011	5.00831368017223	5.00831368017223
7069	chrUextra	12404578	12404581	-	3	12404581	141.625451480453	83.8436380021126
7070	chrUextra	12506764	12506765	-	1	12506765	8.4585628685967	8.4585628685967
7071	chrUextra	12520351	12520354	-	3	12520353	6.18336834426187	3.08777025983574
7072	chrUextra	12602135	12602137	-	2	12602136	8.480893562483	4.62447495273345
7073	chrUextra	12638913	12638915	-	2	12638915	15.3632115318874	13.8152261124373
7074	chrUextra	12689891	12689892	-	1	12689892	12.2857368361036	12.2857368361036
7075	chrUextra	12733310	12733311	-	1	12733311	5.77566002886195	5.77566002886195
7076	chrUextra	12787578	12787580	-	2	12787580	8.09693227762396	4.24051366787441
7077	chrUextra	12841783	12841786	-	3	12841784	5.02892837678598	1.93333029235985
7078	chrUextra	12913492	12913493	-	1	12913493	5.77566002886195	5.77566002886195
7079	chrUextra	12935150	12935153	-	3	12935152	284.629673877292	244.048466255213
7080	chrUextra	12967637	12967638	-	1	12967638	26.0319987350414	26.0319987350414
7081	chrUextra	12975964	12975967	-	2	12975965	3.48131571180993	1.93333029235985
7082	chrUextra	13058385	13058386	-	1	13058386	6.54261381066948	6.54261381066948
7083	chrUextra	13103479	13103480	-	1	13103480	12.6681743880866	12.6681743880866
7084	chrUextra	13126610	13126612	-	2	13126611	2.32453558413257	1.16226779206629
7085	chrUextra	13147385	13147387	-	2	13147387	6.17479698542065	3.85641860974955
7086	chrUextra	13149743	13149747	-	4	13149745	79.5131060956033	55.348803305624
7087	chrUextra	13163177	13163179	-	2	13163178	9.62759998217873	7.30922160650763
7088	chrUextra	13202233	13202235	-	2	13202235	3.09559808442614	1.93333029235985
7089	chrUextra	13232982	13232983	-	1	13232983	8.84153898526358	8.84153898526358
7090	chrUextra	13292755	13292757	-	2	13292757	112.331622774816	110.783637355366
7091	chrUextra	13300498	13300500	-	2	13300500	57.3924472721982	37.0834434379165
7092	chrUextra	13326788	13326790	-	2	13326789	2.71025321151637	1.54798541945008
7093	chrUextra	13466009	13466010	-	1	13466010	69.0319718406824	69.0319718406824
7094	chrUextra	13478507	13478508	-	1	13478508	42.033156037919	42.033156037919
7095	chrUextra	13481819	13481820	-	1	13481820	7.30922160650763	7.30922160650763
7096	chrUextra	13546401	13546402	-	1	13546402	9.22445137207965	9.22445137207965
7097	chrUextra	13601859	13601863	-	4	13601862	1219.13058644055	1104.13295792537
7098	chrUextra	13634105	13634108	-	3	13634107	142.425081059427	70.9315359813459
7099	chrUextra	13635762	13635763	-	1	13635763	14.5797220151729	14.5797220151729
7100	chrUextra	13719572	13719574	-	2	13719573	36.7847689402818	26.7946735303018
7101	chrUextra	13740746	13740748	-	2	13740748	6.17058147223852	5.00831368017223
7102	chrUextra	13768830	13768834	-	2	13768831	19.5726721199005	17.2542937442294
7103	chrUextra	13780395	13780396	-	1	13780396	7.69240752725689	7.69240752725689
7104	chrUextra	13820039	13820040	-	1	13820040	11.90325354315	11.90325354315
7105	chrUextra	13844804	13844805	-	1	13844805	35.179048976551	35.179048976551
7106	chrUextra	13849760	13849761	-	1	13849761	6.15918280477931	6.15918280477931
7107	chrUextra	13930608	13930610	-	2	13930610	13.8478163638558	9.60730269598138
7108	chrUextra	13944631	13944633	-	2	13944633	2.71025321151637	1.54798541945008
7109	chrUextra	14024569	14024570	-	1	14024570	9.99009540998002	9.99009540998002
7110	chrUextra	14069065	14069068	-	2	14069066	56.6158784258123	41.2718145278213
7111	chrUextra	14107763	14107765	-	2	14107765	14.9809031735186	13.4329177540685
7112	chrUextra	14118460	14118462	-	2	14118461	60.4319597448481	42.4138068693532
7113	chrUextra	14152201	14152203	-	2	14152202	4.25116524322957	2.70317982377949
7114	chrUextra	14201580	14201583	-	3	14201582	11.1788951524107	5.00831368017223
7115	chrUextra	14222337	14222338	-	1	14222338	9.60730269598138	9.60730269598138
7116	chrUextra	14255843	14255845	-	2	14255844	10.3918931609565	8.4585628685967
7117	chrUextra	14300233	14300235	-	2	14300235	10.0156014145289	6.15918280477931
7118	chrUextra	14350353	14350354	-	1	14350354	7.30922160650763	7.30922160650763
7119	chrUextra	14376524	14376527	-	2	14376527	4.25170866803095	2.3183783756711
7120	chrUextra	14411925	14411929	-	3	14411926	36.0518880853086	22.980414084685
7121	chrUextra	14413570	14413572	-	2	14413572	54.2610289366137	50.4046103268641
7122	chrUextra	14457904	14457905	-	1	14457905	6.92595847127459	6.92595847127459
7123	chrUextra	14478414	14478415	-	1	14478415	16.490304653159	16.490304653159
7124	chrUextra	14480875	14480876	-	1	14480876	10.7555138954498	10.7555138954498
7125	chrUextra	14525977	14525978	-	1	14525978	11.5207230274671	11.5207230274671
7126	chrUextra	14540733	14540735	-	2	14540735	15.7677844751043	8.4585628685967
7127	chrUextra	14591555	14591556	-	1	14591556	16.1082594972367	16.1082594972367
7128	chrUextra	14601514	14601515	-	1	14601515	6.15918280477931	6.15918280477931
7129	chrUextra	14640139	14640140	-	1	14640140	20.6907126331071	20.6907126331071
7130	chrUextra	14648881	14648884	-	2	14648882	2.71025321151637	1.54798541945008
7131	chrUextra	14678366	14678369	-	2	14678367	10.0156014145289	6.15918280477931
7132	chrUextra	14704571	14704573	-	2	14704572	3.86636379512118	2.3183783756711
7133	chrUextra	14731565	14731569	-	2	14731566	3.86544761584577	2.70317982377949
7134	chrUextra	14767557	14767564	-	7	14767560	111.37813047422	44.3168665176893
7135	chrUextra	14821551	14821553	-	2	14821552	7.71041770755284	5.39203933188174
7136	chrUextra	14832998	14833000	-	2	14832999	29.4978533540813	26.7946735303018
7137	chrUextra	14836267	14836268	-	1	14836268	6.54261381066948	6.54261381066948
7138	chrUextra	14939209	14939210	-	1	14939210	48.1220569917027	48.1220569917027
7139	chrUextra	14956366	14956367	-	1	14956367	23.7434486294322	23.7434486294322
7140	chrUextra	14959875	14959878	-	2	14959878	18.0518983194489	14.5797220151729
7141	chrUextra	15092644	15092645	-	1	15092645	83.8436380021126	83.8436380021126
7142	chrUextra	15131765	15131766	-	1	15131766	14.9619117069052	14.9619117069052
7143	chrUextra	15201038	15201041	-	2	15201041	7.32765477651294	4.62447495273345
7144	chrUextra	15220595	15220596	-	1	15220596	6.15918280477931	6.15918280477931
7145	chrUextra	15231989	15231992	-	2	15231990	6.93792782092824	5.77566002886195
7146	chrUextra	15322347	15322349	-	2	15322349	3.09559808442614	1.93333029235985
7147	chrUextra	15345137	15345139	-	2	15345138	2.71025321151637	1.54798541945008
7148	chrUextra	15357346	15357347	-	1	15357347	6.92595847127459	6.92595847127459
7149	chrUextra	15406130	15406133	-	2	15406133	4.25003805190202	3.08777025983574
7150	chrUextra	15407094	15407096	-	2	15407096	8.09251309713916	6.15918280477931
7151	chrUextra	15444345	15444346	-	1	15444346	5.00831368017223	5.00831368017223
7152	chrUextra	15532909	15532910	-	1	15532910	5.77566002886195	5.77566002886195
7153	chrUextra	15533849	15533850	-	1	15533850	6.15918280477931	6.15918280477931
7154	chrUextra	15585614	15585618	-	2	15585615	3.86636379512118	2.3183783756711
7155	chrUextra	15597058	15597061	-	3	15597061	8.10391176459837	5.00831368017223
7156	chrUextra	15640090	15640092	-	2	15640091	18.0539124416325	14.197493831883
7157	chrUextra	15653881	15653884	-	3	15653883	18.4696653245402	9.60730269598138
7158	chrUextra	15680636	15680638	-	2	15680637	13.4512389626001	11.90325354315
7159	chrUextra	15744030	15744031	-	1	15744031	133.529806358673	133.529806358673
7160	chrUextra	15744715	15744720	-	4	15744717	13.4921016147379	7.69240752725689
7161	chrUextra	15859904	15859906	-	2	15859906	11.5350995699672	10.3728317779009
7162	chrUextra	15898655	15898660	-	2	15898660	10.0137287311103	6.92595847127459
7163	chrUextra	15905946	15905947	-	1	15905947	25.269238088717	25.269238088717
7164	chrUextra	15960148	15960152	-	3	15960152	10.4089776057907	6.54261381066948
7165	chrUextra	15966622	15966623	-	1	15966623	9.60730269598138	9.60730269598138
7166	chrUextra	15991701	15991703	-	2	15991703	34.8904686857318	18.0181528754949
7167	chrUextra	16022441	16022446	-	5	16022444	52.1509959332668	29.082206763366
7168	chrUextra	16091186	16091187	-	1	16091187	10.3728317779009	10.3728317779009
7169	chrUextra	16171180	16171183	-	2	16171181	3.09559808442614	1.93333029235985
7170	chrUextra	16179252	16179254	-	2	16179254	16.1308241242428	14.197493831883
7171	chrUextra	16188148	16188149	-	1	16188149	7.30922160650763	7.30922160650763
7172	chrUextra	16201874	16201876	-	2	16201875	27.6093215233192	22.2172821914374
7173	chrUextra	16218015	16218017	-	2	16218017	92.3764077367995	72.8309047154614
7174	chrUextra	16281101	16281104	-	3	16281103	29.5568992809022	15.3440638979909
7175	chrUextra	16317275	16317278	-	2	16317278	12.6829908195334	11.5207230274671
7176	chrUextra	16328575	16328576	-	1	16328576	55.348803305624	55.348803305624
7177	chrUextra	16347123	16347128	-	5	16347127	51.042500895427	25.269238088717
7178	chrUextra	16455273	16455274	-	1	16455274	42.4138068693532	42.4138068693532
7179	chrUextra	16480921	16480923	-	2	16480923	3.48131571180993	1.93333029235985
7180	chrUextra	16496228	16496229	-	1	16496229	5.39203933188174	5.39203933188174
7181	chrUextra	16500253	16500254	-	1	16500254	38.987462145643	38.987462145643
7182	chrUextra	16594440	16594442	-	2	16594442	68.8241049019989	43.9362801407639
7183	chrUextra	16631459	16631460	-	1	16631460	37.0834434379165	37.0834434379165
7184	chrUextra	16711056	16711058	-	2	16711057	5.40635964755897	2.70317982377949
7185	chrUextra	16781798	16781799	-	1	16781799	7.30922160650763	7.30922160650763
7186	chrUextra	16922296	16922297	-	1	16922297	5.39203933188174	5.39203933188174
7187	chrUextra	16945556	16945557	-	1	16945557	11.1381437082637	11.1381437082637
7188	chrUextra	16984051	16984052	-	1	16984052	9.60730269598138	9.60730269598138
7189	chrUextra	16997683	16997684	-	1	16997684	13.4329177540685	13.4329177540685
7190	chrUextra	17012119	17012121	-	2	17012121	192.251597482556	146.412509931842
7191	chrUextra	17028158	17028162	-	4	17028159	8.11465724071601	3.85641860974955
7192	chrUextra	17040189	17040190	-	1	17040190	6.92595847127459	6.92595847127459
7193	chrUextra	17072882	17072883	-	1	17072883	22.5988605119568	22.5988605119568
7194	chrUextra	17123510	17123513	-	2	17123513	90.0399227740251	79.6670909961242
7195	chrUextra	17159558	17159560	-	2	17159559	62.7068050727003	46.980625543013
7196	chrUextra	17238805	17238806	-	1	17238806	5.77566002886195	5.77566002886195
7197	chrUextra	17290804	17290806	-	2	17290806	35.2692756909002	21.4540495784629
7198	chrUextra	17389939	17389940	-	1	17389940	20.3090038342817	20.3090038342817
7199	chrUextra	17415507	17415508	-	1	17415508	83.8436380021126	83.8436380021126
7200	chrUextra	17421896	17421900	-	3	17421897	8.10687746299559	4.24051366787441
7201	chrUextra	17464472	17464474	-	2	17464473	9.62913829505407	6.92595847127459
7202	chrUextra	17506565	17506569	-	4	17506566	7.34700996285857	2.3183783756711
7203	chrUextra	17519336	17519337	-	1	17519337	40.1297007809585	40.1297007809585
7204	chrUextra	17520932	17520933	-	1	17520933	11.90325354315	11.90325354315
7205	chrUextra	17532902	17532903	-	1	17532903	33.6552491508048	33.6552491508048
7206	chrUextra	17535224	17535226	-	2	17535225	18.0641021795383	11.1381437082637
7207	chrUextra	17575990	17575991	-	1	17575991	304.516888358755	304.516888358755
7208	chrUextra	17623875	17623880	-	3	17623879	6.95201669417569	3.85641860974955
7209	chrUextra	17636641	17636643	-	2	17636642	86.9101675151274	85.3621820956773
7210	chrUextra	17649392	17649398	-	6	17649397	9.28582791960735	2.3183783756711
7211	chrUextra	17694825	17694827	-	2	17694826	4.25003805190202	3.08777025983574
7212	chrUextra	17751413	17751414	-	1	17751414	262.572451238774	262.572451238774
7213	chrUextra	17780105	17780106	-	1	17780106	14.5797220151729	14.5797220151729
7214	chrUextra	17832080	17832081	-	1	17832081	9.99009540998002	9.99009540998002
7215	chrUextra	17878818	17878820	-	2	17878820	15.7454792513331	14.197493831883
7216	chrUextra	17905878	17905883	-	2	17905879	48.9477204318598	43.555681099978
7217	chrUextra	17907633	17907635	-	2	17907634	16.9138037371256	11.1381437082637
7218	chrUextra	17923389	17923390	-	1	17923390	30.2257106463844	30.2257106463844
7219	chrUextra	17976654	17976655	-	1	17976655	14.5797220151729	14.5797220151729
7220	chrUextra	18052177	18052178	-	1	18052178	5.39203933188174	5.39203933188174
7221	chrUextra	18065690	18065691	-	1	18065691	5.77566002886195	5.77566002886195
7222	chrUextra	18114922	18114923	-	1	18114923	18.0181528754949	18.0181528754949
7223	chrUextra	18155688	18155689	-	1	18155689	14.197493831883	14.197493831883
7224	chrUextra	18187967	18187968	-	1	18187968	7.69240752725689	7.69240752725689
7225	chrUextra	18191142	18191143	-	1	18191143	8.4585628685967	8.4585628685967
7226	chrUextra	18214065	18214066	-	1	18214066	5.00831368017223	5.00831368017223
7227	chrUextra	18238730	18238732	-	2	18238732	90.0830712804437	73.2107554702068
7228	chrUextra	18305340	18305342	-	2	18305341	94.5127506394651	92.194372263794
7229	chrUextra	18339435	18339438	-	3	18339437	92.758497621559	78.5278885437046
7230	chrUextra	18344185	18344187	-	2	18344187	9.62759998217873	7.30922160650763
7231	chrUextra	18360818	18360821	-	3	18360820	68.5427252438333	29.082206763366
7232	chrUextra	18385370	18385371	-	1	18385371	8.07552011196818	8.07552011196818
7233	chrUextra	18398833	18398839	-	5	18398834	705.147800805215	365.316424076986
7234	chrUextra	18407722	18407723	-	1	18407723	8.84153898526358	8.84153898526358
7235	chrUextra	18495028	18495029	-	1	18495029	6.15918280477931	6.15918280477931
7236	chrUextra	18599071	18599074	-	2	18599072	3.86636379512118	2.3183783756711
7237	chrUextra	18635451	18635453	-	2	18635453	38.6606984476997	34.0362234949662
7238	chrUextra	18640980	18640982	-	2	18640981	28.7764338853233	16.1082594972367
7239	chrUextra	18752375	18752376	-	1	18752376	359.653621532862	359.653621532862
7240	chrUextra	18787887	18787889	-	2	18787888	11.1656402162572	7.30922160650763
7241	chrUextra	18897760	18897761	-	1	18897761	9.22445137207965	9.22445137207965
7242	chrUextra	18952713	18952714	-	1	18952714	9.60730269598138	9.60730269598138
7243	chrUextra	18975568	18975569	-	1	18975569	5.00831368017223	5.00831368017223
7244	chrUextra	18987386	18987390	-	3	18987387	10.4135975313323	5.39203933188174
7245	chrUextra	18991327	18991328	-	1	18991328	41.6524919647265	41.6524919647265
7246	chrUextra	18996054	18996056	-	2	18996055	108.358655781962	81.9453090751866
7247	chrUextra	19003935	19003936	-	1	19003936	39.7489686234333	39.7489686234333
7248	chrUextra	19015205	19015207	-	2	19015207	49.3935340422586	26.7946735303018
7249	chrUextra	19068510	19068513	-	2	19068511	4.63444409634231	3.47217630427602
7250	chrUextra	19096297	19096299	-	2	19096299	5.4027814599407	4.24051366787441
7251	chrUextra	19108645	19108647	-	2	19108647	4.63651011613933	2.70317982377949
7252	chrUextra	19118878	19118880	-	2	19118879	13.0844468591386	7.69240752725689
7253	chrUextra	19148784	19148788	-	2	19148785	3.09597083890017	1.54798541945008
7254	chrUextra	19179448	19179449	-	1	19179449	5.00831368017223	5.00831368017223
7255	chrUextra	19201476	19201477	-	1	19201477	6.15918280477931	6.15918280477931
7256	chrUextra	19298914	19298916	-	2	19298915	8.09665125700947	4.62447495273345
7257	chrUextra	19304441	19304442	-	1	19304442	29.4633935860134	29.4633935860134
7258	chrUextra	19358066	19358070	-	2	19358067	6.17479698542065	3.85641860974955
7259	chrUextra	19404925	19404927	-	2	19404927	8.85720702595771	7.30922160650763
7260	chrUextra	19501394	19501396	-	2	19501396	3.09559808442614	1.93333029235985
7261	chrUextra	19507666	19507667	-	1	19507667	5.00831368017223	5.00831368017223
7262	chrUextra	19524129	19524130	-	1	19524130	250.853802178944	250.853802178944
7263	chrUextra	19583696	19583699	-	3	19583699	46.3239347860147	37.8450949333732
7264	chrUextra	19590742	19590744	-	2	19590743	3.86636379512118	2.3183783756711
7265	chrUextra	19641639	19641642	-	3	19641641	69.5679534050719	57.2499556019156
7266	chrUextra	19658082	19658084	-	2	19658083	19.5962431394353	11.5207230274671
7267	chrUextra	19659818	19659820	-	2	19659820	4.63651011613933	2.70317982377949
7268	chrUextra	19684707	19684708	-	1	19684708	15.3440638979909	15.3440638979909
7269	chrUextra	19696450	19696452	-	2	19696451	2.32453558413257	1.16226779206629
7270	chrUextra	19698798	19698800	-	2	19698799	25.6920973045014	21.8356786947518
7271	chrUextra	19708016	19708022	-	4	19708019	108.230778548056	58.0103481634964
7272	chrUextra	19825308	19825309	-	1	19825309	6.92595847127459	6.92595847127459
7273	chrUextra	19833293	19833294	-	1	19833294	7.30922160650763	7.30922160650763
7274	chrUextra	19841104	19841106	-	2	19841105	16.9050940583446	13.4329177540685
7275	chrUextra	19894990	19894992	-	2	19894991	4.63651011613933	2.70317982377949
7276	chrUextra	19957472	19957474	-	2	19957473	147.202813692185	145.654828272735
7277	chrUextra	20036867	20036869	-	2	20036869	5.40550659663587	3.47217630427602
7278	chrUextra	20102544	20102546	-	2	20102546	2.71025321151637	1.54798541945008
7279	chrUextra	20139161	20139163	-	2	20139162	2.32453558413257	1.16226779206629
7280	chrUextra	20167986	20167987	-	1	20167987	11.1381437082637	11.1381437082637
7281	chrUextra	20214711	20214712	-	1	20214712	202.443628926355	202.443628926355
7282	chrUextra	20275632	20275634	-	2	20275634	34.4533048658085	31.750125042029
7283	chrUextra	20292511	20292515	-	4	20292512	18.8662790307444	9.99009540998002
7284	chrUextra	20295389	20295390	-	1	20295390	17.6362391963443	17.6362391963443
7285	chrUextra	20297181	20297182	-	1	20297182	5.00831368017223	5.00831368017223
7286	chrUextra	20318185	20318187	-	2	20318187	9.23778790403447	8.07552011196818
7287	chrUextra	20387351	20387353	-	2	20387353	70.2000205115001	68.65203509205
7288	chrUextra	20415324	20415326	-	2	20415325	5.0201617237261	3.47217630427602
7289	chrUextra	20423869	20423870	-	1	20423870	13.0505675908449	13.0505675908449
7290	chrUextra	20427756	20427761	-	2	20427761	6.17384396023426	4.24051366787441
7291	chrUextra	20457284	20457285	-	1	20457285	40.5104190636772	40.5104190636772
7292	chrUextra	20468156	20468157	-	1	20468157	58.3905300560673	58.3905300560673
7293	chrUextra	20503851	20503853	-	2	20503852	6.55889204354551	4.24051366787441
7294	chrUextra	20506956	20506957	-	1	20506957	9.22445137207965	9.22445137207965
7295	chrUextra	20524799	20524801	-	2	20524801	3.86636379512118	2.3183783756711
7296	chrUextra	20569808	20569810	-	2	20569809	9.24695306461505	6.15918280477931
7297	chrUextra	20585334	20585336	-	2	20585336	44.4320341954057	26.0319987350414
7298	chrUextra	20743417	20743420	-	2	20743418	13.0830378213302	8.4585628685967
7299	chrUextra	20788309	20788310	-	1	20788310	185.414335334485	185.414335334485
7300	chrUextra	20823138	20823139	-	1	20823139	10.7555138954498	10.7555138954498
7301	chrUextra	20881150	20881152	-	2	20881151	15.0011766792662	8.4585628685967
7302	chrUextra	20904342	20904343	-	1	20904343	5.39203933188174	5.39203933188174
7303	chrUextra	21032745	21032746	-	1	21032746	10.7555138954498	10.7555138954498
7304	chrUextra	21146785	21146789	-	2	21146786	14.5951855461348	13.4329177540685
7305	chrUextra	21173002	21173003	-	1	21173003	50.0242128392722	50.0242128392722
7306	chrUextra	21177221	21177223	-	2	21177223	15.3754298474261	11.90325354315
7307	chrUextra	21206153	21206154	-	1	21206154	22.5988605119568	22.5988605119568
7308	chrUextra	21252402	21252405	-	3	21252404	12.7003486214964	9.99009540998002
7309	chrUextra	21287053	21287056	-	2	21287054	14.617745673376	8.4585628685967
7310	chrUextra	21288594	21288598	-	2	21288595	37.9181181736413	30.2257106463844
7311	chrUextra	21308615	21308618	-	2	21308616	44.7402622245623	41.6524919647265
7312	chrUextra	21404830	21404831	-	1	21404831	73.9704343084683	73.9704343084683
7313	chrUextra	21516307	21516310	-	2	21516308	29.1592900104283	15.3440638979909
7314	chrUextra	21517074	21517075	-	1	21517075	8.84153898526358	8.84153898526358
7315	chrUextra	21539924	21539925	-	1	21539925	5.00831368017223	5.00831368017223
7316	chrUextra	21564690	21564691	-	1	21564691	5.39203933188174	5.39203933188174
7317	chrUextra	21621632	21621633	-	1	21621633	12.2857368361036	12.2857368361036
7318	chrUextra	21644516	21644519	-	3	21644517	13.8534779456383	10.3728317779009
7319	chrUextra	21645437	21645439	-	2	21645438	9.24845794163129	5.39203933188174
7320	chrUextra	21645690	21645691	-	1	21645691	6.54261381066948	6.54261381066948
7321	chrUextra	21646045	21646046	-	1	21646046	133.150833182981	133.150833182981
7322	chrUextra	21654627	21654628	-	1	21654628	5.77566002886195	5.77566002886195
7323	chrUextra	21719682	21719683	-	1	21719683	5.00831368017223	5.00831368017223
7324	chrUextra	21791718	21791719	-	1	21791719	14.5797220151729	14.5797220151729
7325	chrUextra	21831823	21831824	-	1	21831824	13.0505675908449	13.0505675908449
7326	chrUextra	21867984	21867986	-	2	21867986	4.25170866803095	2.3183783756711
7327	chrUextra	21899895	21899896	-	1	21899896	9.22445137207965	9.22445137207965
7328	chrUextra	21926456	21926459	-	3	21926458	54.3484600119044	42.4138068693532
7329	chrUextra	21927991	21927992	-	1	21927992	6.15918280477931	6.15918280477931
7330	chrUextra	21938702	21938703	-	1	21938703	25.6506293028765	25.6506293028765
7331	chrUextra	21999898	21999904	-	3	21999903	19.6197848425159	10.3728317779009
7332	chrUextra	22040394	22040396	-	2	22040396	13.4680675561188	7.69240752725689
7333	chrUextra	22068379	22068381	-	2	22068381	2.71025321151637	1.54798541945008
7334	chrUextra	22087762	22087764	-	2	22087763	24.1601646430987	21.0723943832629
7335	chrUextra	22105545	22105546	-	1	22105546	80.8062308769948	80.8062308769948
7336	chrUextra	22105585	22105586	-	1	22105586	92.9533817292739	92.9533817292739
7337	chrUextra	22155635	22155636	-	1	22155636	14.9619117069052	14.9619117069052
7338	chrUextra	22165022	22165024	-	2	22165023	23.0150377342388	19.927267474403
7339	chrUextra	22204543	22204544	-	1	22204544	11.5207230274671	11.5207230274671
7340	chrUextra	22264841	22264842	-	1	22264842	34.7981232271552	34.7981232271552
7341	chrUextra	22309051	22309052	-	1	22309052	5.77566002886195	5.77566002886195
7342	chrUextra	22358581	22358582	-	1	22358582	5.00831368017223	5.00831368017223
7343	chrUextra	22360103	22360104	-	1	22360104	26.7946735303018	26.7946735303018
7344	chrUextra	22380677	22380678	-	1	22380678	5.39203933188174	5.39203933188174
7345	chrUextra	22444602	22444604	-	2	22444603	113.339567278185	73.5905986547512
7346	chrUextra	22446733	22446734	-	1	22446734	61.0515404915855	61.0515404915855
7347	chrUextra	22538106	22538107	-	1	22538107	103.956437343756	103.956437343756
7348	chrUextra	22627825	22627826	-	1	22627826	22.5988605119568	22.5988605119568
7349	chrUextra	22778799	22778800	-	1	22778800	6.15918280477931	6.15918280477931
7350	chrUextra	22809878	22809880	-	2	22809879	41.7109089117341	36.7025952315619
7351	chrUextra	22816697	22816701	-	2	22816701	3.86636379512118	2.3183783756711
7352	chrUextra	22831857	22831860	-	3	22831858	14.2520749349122	7.30922160650763
7353	chrUextra	22877275	22877276	-	1	22877276	11.90325354315	11.90325354315
7354	chrUextra	22923389	22923391	-	2	22923391	29.1007978941202	27.9385301020539
7355	chrUextra	22934043	22934045	-	2	22934044	29.1332440696062	24.124930389434
7356	chrUextra	22941605	22941606	-	1	22941606	5.00831368017223	5.00831368017223
7357	chrUextra	23016450	23016451	-	1	23016451	23.3619433236889	23.3619433236889
7358	chrUextra	23183525	23183526	-	1	23183526	5.00831368017223	5.00831368017223
7359	chrUextra	23196826	23196831	-	4	23196829	77.6246985436396	57.2499556019156
7360	chrUextra	23198336	23198337	-	1	23198337	29.082206763366	29.082206763366
7361	chrUextra	23214172	23214173	-	1	23214173	11.5207230274671	11.5207230274671
7362	chrUextra	23275930	23275931	-	1	23275931	8.4585628685967	8.4585628685967
7363	chrUextra	23329393	23329394	-	1	23329394	5.77566002886195	5.77566002886195
7364	chrUextra	23360236	23360238	-	2	23360237	3.09597083890017	1.54798541945008
7365	chrUextra	23376030	23376031	-	1	23376031	11.90325354315	11.90325354315
7366	chrUextra	23415881	23415883	-	2	23415883	5.40440402919964	3.85641860974955
7367	chrUextra	23472238	23472239	-	1	23472239	11.1381437082637	11.1381437082637
7368	chrUextra	23515045	23515047	-	2	23515046	4.63444409634231	3.47217630427602
7369	chrUextra	23585593	23585595	-	2	23585595	18.4380074997574	14.197493831883
7370	chrUextra	23633596	23633597	-	1	23633597	20.6907126331071	20.6907126331071
7371	chrUextra	23678565	23678566	-	1	23678566	26.7946735303018	26.7946735303018
7372	chrUextra	23682308	23682312	-	3	23682310	12.3266853551978	8.07552011196818
7373	chrUextra	23695793	23695794	-	1	23695794	6.92595847127459	6.92595847127459
7374	chrUextra	23807307	23807309	-	2	23807309	9.24255189886748	7.30922160650763
7375	chrUextra	23872241	23872243	-	2	23872242	10.7836577575128	6.15918280477931
7376	chrUextra	23873077	23873078	-	1	23873078	18.4000354603643	18.4000354603643
7377	chrUextra	23909682	23909686	-	2	23909686	68.7796211521464	55.7290535613015
7378	chrUextra	23952998	23952999	-	1	23952999	28.3197752817744	28.3197752817744
7379	chrUextra	23957174	23957175	-	1	23957175	11.1381437082637	11.1381437082637
7380	chrUextra	23980596	23980600	-	3	23980597	16.1625806800103	10.3728317779009
7381	chrUextra	24074485	24074486	-	1	24074486	6.15918280477931	6.15918280477931
7382	chrUextra	24077513	24077517	-	3	24077514	6.18336834426187	3.08777025983574
7383	chrUextra	24080108	24080110	-	2	24080109	5.40440402919964	3.85641860974955
7384	chrUextra	24081983	24081984	-	1	24081984	21.8356786947518	21.8356786947518
7385	chrUextra	24108806	24108808	-	2	24108807	103.380334971172	85.3621820956773
7386	chrUextra	24120723	24120728	-	3	24120724	11.5517921967799	8.84153898526358
7387	chrUextra	24166329	24166330	-	1	24166330	160.805685231748	160.805685231748
7388	chrUextra	24224074	24224075	-	1	24224075	6.92595847127459	6.92595847127459
7389	chrUextra	24256072	24256076	-	2	24256073	2.71025321151637	1.54798541945008
7390	chrUextra	24280591	24280593	-	2	24280593	8.09693227762396	4.24051366787441
7391	chrUextra	24331798	24331801	-	2	24331799	5.0201617237261	3.47217630427602
7392	chrUextra	24365188	24365191	-	2	24365191	40.535447565093	38.987462145643
7393	chrUextra	24373349	24373350	-	1	24373350	29.082206763366	29.082206763366
7394	chrUextra	24377053	24377054	-	1	24377054	20.3090038342817	20.3090038342817
7395	chrUextra	24428921	24428923	-	2	24428922	5.79095008361522	3.08777025983574
7396	chrUextra	24493334	24493336	-	2	24493335	3.86636379512118	2.3183783756711
7397	chrUextra	24538462	24538466	-	4	24538464	403.964099564155	292.049387646072
7398	chrUextra	24548807	24548809	-	2	24548809	29.1354879613139	23.7434486294322
7399	chrUextra	24553246	24553247	-	1	24553247	19.5455030213381	19.5455030213381
