chr	start	end	strand	h_matrix
chr3R	20384860	20384861	-	0
chr3R	20387928	20387933	-	0
chr3R	20426038	20426039	+	0
chr3R	20451414	20451415	+	0
chr3R	20451491	20451492	+	0
chr3R	20458090	20458091	+	0
chr3R	20458216	20458236	+	0
chr3R	20475841	20475842	+	0
chr3R	20478997	20479018	+	0.00606060606060606
chr3R	20506718	20506719	+	0
chr3R	20543108	20543112	+	0
chr3R	20596450	20596472	+	0.00202020202020202
chr3R	20596527	20596528	+	0
chr3R	20627350	20627352	-	0
chr3R	20627637	20627638	-	0
chr3R	20628906	20628911	-	0
chr3R	20631656	20631657	-	0
chr3R	20634580	20634581	-	0
chr3R	20634668	20634669	-	0
chr3R	20643208	20643212	+	0
chr3R	20647973	20647987	+	0
chr3R	20655673	20655677	-	0
chr3R	20673060	20673061	+	0
chr3R	20677329	20677335	+	0
chr3R	20694109	20694111	-	0
chr3R	20694978	20694979	-	0
chr3R	20695060	20695062	-	0
chr3R	20695209	20695212	-	0
chr3R	20695439	20695464	-	0
chr3R	20700841	20700848	-	0
chr3R	20760658	20760661	-	0
chr3R	20797591	20797600	+	0.050587172538392
chr3R	20805031	20805033	-	0
chr3R	20848985	20848989	+	0
chr3R	20850704	20850725	-	0
chr3R	20860695	20860705	-	0
chr3R	20875929	20875930	+	0
chr3R	20878529	20878530	+	0
chr3R	20894683	20894685	-	0
chr3R	20895231	20895252	-	0
chr3R	20902036	20902037	+	0.12463768115942
chr3R	20924493	20924494	+	0
chr3R	20925041	20925042	+	0
chr3R	20925119	20925123	+	0
chr3R	20925472	20925473	+	0
chr3R	20925701	20925702	+	0
chr3R	20925930	20925931	+	0
chr3R	20926413	20926427	+	0.0309178743961353
chr3R	20938815	20938820	-	0
chr3R	20948624	20948627	-	0
chr3R	21040907	21040910	-	0
chr3R	21071755	21071756	-	0
chr3R	21073245	21073249	-	0
chr3R	21075074	21075075	+	0
chr3R	21084303	21084304	+	0
chr3R	21088462	21088463	+	0
chr3R	21118670	21118672	-	0
chr3R	21160963	21160967	-	0
chr3R	21165695	21165696	+	0
chr3R	21299211	21299212	+	0
chr3R	21304625	21304628	-	0
chr3R	21311121	21311122	+	0
chr3R	21450360	21450364	-	0
chr3R	21452368	21452369	-	0
chr3R	21452522	21452525	-	0
chr3R	21481053	21481054	-	0
chr3R	21506586	21506593	+	0
chr3R	21509828	21509835	-	0.00607902735562311
chr3R	21509860	21509861	-	0
chr3R	21512783	21512786	-	0
chr3R	21512853	21512855	-	0
chr3R	21524723	21524734	-	0
chr3R	21525479	21525482	-	0
chr3R	21677376	21677383	+	0
chr3R	21698733	21698734	-	0
chr3R	21700959	21700967	-	0
chr3R	21706848	21706864	-	0
chr3R	21707716	21707717	+	0
chr3R	21712136	21712150	+	0
chr3R	21718564	21718565	+	0
chr3R	21837161	21837165	+	0
chr3R	21847659	21847676	+	0.00954816709292414
chr3R	21847948	21847949	+	0
chr3R	21854781	21854799	-	0.0283950617283951
chr3R	21855440	21855462	-	0
chr3R	21872756	21872760	+	0
chr3R	21873238	21873239	+	0
chr3R	21874829	21874830	+	0
chr3R	21877979	21877981	-	0
chr3R	21881000	21881002	-	0
chr3R	21881183	21881185	-	0
chr3R	21882382	21882391	+	0.0438003220611916
chr3R	21884205	21884208	-	0
chr3R	22010408	22010409	+	0
chr3R	22014480	22014481	-	0
chr3R	22080608	22080630	-	0.0119894598155468
chr3R	22081836	22081840	-	0
chr3R	22083201	22083203	-	0
chr3R	22083367	22083370	-	0
chr3R	22083560	22083563	-	0
chr3R	22083604	22083614	-	0
chr3R	22083647	22083666	-	0
chr3R	22083705	22083715	-	0
chr3R	22087094	22087135	-	0
chr3R	22251110	22251112	-	0
chr3R	22251145	22251146	-	0
chr3R	22293670	22293690	+	0.0125264270613108
chr3R	22405431	22405432	+	0
chr3R	22408395	22408415	+	0
chr3R	22412505	22412513	+	0
chr3R	22420689	22420694	+	0
chr3R	22421588	22421589	+	0
chr3R	22427465	22427466	+	0
chr3R	22445867	22445868	+	0
chr3R	22448242	22448260	-	0.0558239398819109
chr3R	22448360	22448361	-	0
chr3R	22449067	22449085	-	0.0330995447274517
chr3R	22449233	22449235	-	0
chr3R	22449265	22449275	-	0.0405919661733615
chr3R	22450470	22450472	-	0
chr3R	22451144	22451146	-	0
chr3R	22451371	22451380	-	0
chr3R	22457593	22457594	+	0
chr3R	22457813	22457837	+	0.017948717948718
chr3R	22458555	22458565	+	0.00444444444444445
chr3R	22458598	22458599	+	0
chr3R	22465746	22465747	+	0
chr3R	22466466	22466467	+	0
chr3R	22466550	22466551	+	0
chr3R	22466712	22466713	+	0
chr3R	22663884	22663885	+	0
chr3R	22668015	22668016	+	0
chr3R	22668814	22668815	-	0
chr3R	22690401	22690402	-	0
chr3R	22694365	22694366	+	0
chr3R	22694411	22694435	+	0
chr3R	22694813	22694814	+	0
chr3R	22695013	22695016	-	0
chr3R	22695127	22695131	-	0
chr3R	22695800	22695803	-	0
chr3R	22775454	22775456	-	0
chr3R	22790467	22790469	-	0
chr3R	22809832	22809849	+	0
chr3R	22820553	22820554	+	0
chr3R	22876001	22876002	+	0
chr3R	22891002	22891006	-	0
chr3R	22891042	22891049	-	0
chr3R	22937495	22937499	-	0
chr3R	22942458	22942486	+	0
chr3R	22952557	22952559	-	0
chr3R	22955625	22955626	+	0
chr3R	23054195	23054199	-	0
chr3R	23054242	23054244	-	0
chr3R	23083923	23083936	-	0
chr3R	23084180	23084182	-	0
chr3R	23084241	23084243	-	0
chr3R	23099423	23099427	+	0
chr3R	23100530	23100531	+	0
chr3R	23100563	23100564	+	0
chr3R	23393055	23393075	-	0
chr3R	23393173	23393187	-	0.00890269151138716
chr3R	23426349	23426361	-	0.0110741971207088
chr3R	23465516	23465536	+	0.0251057082452431
chr3R	23483468	23483469	-	0
chr3R	23483565	23483580	-	0
chr3R	23483624	23483682	-	0
chr3R	23483826	23483839	-	0
chr3R	23484256	23484261	-	0
chr3R	23484441	23484452	-	0
chr3R	23484502	23484520	-	0.00246913580246914
chr3R	23484645	23484646	-	0
chr3R	23485861	23485889	-	0
chr3R	23485930	23485931	-	0
chr3R	23507243	23507244	-	0
chr3R	23536376	23536382	+	0
chr3R	23611187	23611195	-	0.00555555555555556
chr3R	23741258	23741275	-	0
chr3R	23741374	23741375	-	0
chr3R	23741625	23741627	-	0
chr3R	23742635	23742667	+	0
chr3R	23747065	23747072	-	0.0277520814061055
chr3R	23747120	23747122	-	0.197101449275362
chr3R	23748526	23748540	+	0
chr3R	23748586	23748596	+	0
chr3R	23748898	23748899	+	0
chr3R	23748925	23748929	+	0
chr3R	23748962	23748993	+	0
chr3R	23749176	23749195	+	0
chr3R	23749251	23749271	+	0
chr3R	23749304	23749317	+	0.0262356001486436
chr3R	23749344	23749367	+	0
chr3R	23749399	23749427	+	0
chr3R	23749855	23749856	+	0
chr3R	23749963	23750002	+	0.0010911074740862
chr3R	23750106	23750110	+	0
chr3R	23750208	23750209	+	0
chr3R	23750284	23750285	+	0
chr3R	23750495	23750504	+	0
chr3R	23750563	23750564	+	0
chr3R	23777763	23777783	+	0.00416281221091581
chr3R	23790925	23790929	+	0.0108695652173913
chr3R	23792602	23792603	+	0
chr3R	23802771	23802774	-	0
chr3R	23915174	23915192	+	0
chr3R	23916294	23916295	+	0
chr3R	24146311	24146324	-	0
chr3R	24165376	24165378	-	0
chr3R	24165413	24165417	-	0
chr3R	24267791	24267794	-	0
chr3R	24347126	24347129	-	0
chr3R	24347818	24347838	-	0
chr3R	24348318	24348320	-	0
chr3R	24350116	24350118	-	0
chr3R	24407867	24407869	-	0
chr3R	24413874	24413877	-	0
chr3R	24424059	24424060	-	0
chr3R	24430051	24430055	+	0
chr3R	24430104	24430105	+	0
chr3R	24430739	24430760	+	0
chr3R	24430841	24430842	+	0
chr3R	24645360	24645361	-	0
chr3R	24645385	24645388	-	0
chr3R	24649979	24649980	+	0
chr3R	24679903	24679906	-	0
chr3R	24680173	24680174	-	0
chr3R	24681809	24681812	-	0
chr3R	24684933	24684935	-	0
chr3R	24748171	24748172	+	0
chr3R	24758785	24758786	+	0
chr3R	24758822	24758824	-	0
chr3R	24863234	24863236	-	0
chr3R	24873433	24873456	+	0
chr3R	24875211	24875219	+	0
chr3R	24885980	24885984	-	0
chr3R	24887167	24887168	-	0
chr3R	24938509	24938512	-	0
chr3R	24949082	24949083	+	0
chr3R	24956676	24956679	-	0.0138888888888889
chr3R	24960833	24960834	+	0
chr3R	24974082	24974083	+	0
chr3R	24974109	24974121	+	0.0398936170212766
chr3R	24981026	24981030	+	0
chr3R	24982289	24982309	+	0.00232558139534884
chr3R	24983845	24983846	+	0
chr3R	24987540	24987541	+	0
chr3R	24987749	24987750	+	0
chr3R	24988133	24988137	+	0
chr3R	24989532	24989548	+	0.0315776287388221
chr3R	25023274	25023279	+	0.107692307692308
chr3R	25045883	25045887	+	0
chr3R	25045937	25045938	+	0
chr3R	25045985	25045993	+	0
chr3R	25046200	25046221	+	0.00925069380203516
chr3R	25046258	25046267	+	0
chr3R	25046380	25046384	+	0
chr3R	25046447	25046505	+	0
chr3R	25047563	25047567	+	0
chr3R	25047709	25047722	+	0
chr3R	25047756	25047793	+	0
chr3R	25048117	25048119	-	0.0407801418439715
chr3R	25070749	25070754	-	0
chr3R	25072289	25072310	-	0
chr3R	25072641	25072643	-	0
chr3R	25072966	25072968	-	0
chr3R	25073142	25073159	-	0.0593971631205674
chr3R	25079457	25079476	-	0.0144097029041949
chr3R	25079671	25079676	-	0
chr3R	25081049	25081051	-	0
chr3R	25142550	25142552	-	0
chr3R	25145123	25145128	-	0
chr3R	25145212	25145214	-	0
chr3R	25145299	25145351	-	0.00507246376811594
chr3R	25309672	25309692	+	0.0233599290780142
chr3R	25316318	25316323	-	0
chr3R	25319155	25319157	-	0
chr3R	25324505	25324514	+	0.00453514739229025
chr3R	25409393	25409394	-	0
chr3R	25417556	25417557	+	0.0408163265306123
chr3R	25417837	25417845	+	0.00999149659863947
chr3R	25419555	25419562	+	0
chr3R	25419687	25419691	+	0
chr3R	25424642	25424646	+	0
chr3R	25444784	25444785	+	0
chr3R	25446422	25446441	+	0
chr3R	25497378	25497401	+	0.00953859804791483
chr3R	25497922	25497923	+	0
chr3R	25497967	25497971	+	0
chr3R	25514892	25514893	-	0
chr3R	25550636	25550637	-	0
chr3R	25562686	25562687	+	0
chr3R	25563983	25563984	+	0
chr3R	25610053	25610054	+	0
chr3R	25627587	25627588	-	0
chr3R	25628914	25628918	+	0.0299202127659574
chr3R	25630147	25630148	-	0
chr3R	25631871	25631875	-	0
chr3R	25651438	25651439	+	0.0799319727891157
chr3R	25681679	25681692	-	0
chr3R	25683196	25683199	-	0
chr3R	25689133	25689134	+	0
chr3R	25689557	25689558	+	0
chr3R	25732093	25732103	+	0.011734693877551
chr3R	25759016	25759017	+	0.283687943262411
chr3R	25822807	25822808	-	0
chr3R	25823646	25823647	+	0
chr3R	25829499	25829515	-	0
chr3R	25830673	25830674	+	0
chr3R	25830701	25830715	+	0
chr3R	25835521	25835522	+	0
chr3R	25836007	25836008	+	0
chr3R	25865223	25865224	-	0
chr3R	25867477	25867478	+	0
chr3R	25871067	25871069	-	0
chr3R	25871093	25871097	-	0
chr3R	25871889	25871893	-	0
chr3R	25874323	25874341	+	0.00888133030990175
chr3R	25878702	25878703	+	0.463768115942029
chr3R	25884029	25884030	+	0
chr3R	25935045	25935073	+	0
chr3R	25936219	25936237	+	0.0116894302940815
chr3R	25936284	25936285	+	0
chr3R	25945987	25946007	+	0.0490306043786617
chr3R	25946873	25946912	+	0.0282778687034006
chr3R	25960030	25960031	-	0
chr3R	25997704	25997708	-	0
chr3R	25998465	25998466	-	0
chr3R	25998641	25998681	-	0.00204081632653061
chr3R	25998706	25998749	-	0
chr3R	25998806	25998810	-	0
chr3R	26000261	26000276	-	0
chr3R	26011260	26011274	-	0
chr3R	26012462	26012466	-	0.0765306122448979
chr3R	26012506	26012508	-	0.254251700680272
chr3R	26016337	26016341	-	0
chr3R	26022115	26022116	-	0
chr3R	26032289	26032294	-	0
chr3R	26032335	26032336	-	0
chr3R	26032356	26032361	-	0
chr3R	26034117	26034123	-	0
chr3R	26160717	26160721	-	0
chr3R	26187672	26187676	+	0
chr3R	26211334	26211336	-	0
chr3R	26214545	26214587	+	0.0120259019426457
chr3R	26216116	26216154	+	0
chr3R	26216181	26216182	+	0
chr3R	26216228	26216229	+	0
chr3R	26249018	26249019	-	0
chr3R	26251436	26251440	-	0.0636081560283688
chr3R	26253878	26253879	-	0
chr3R	26284961	26284964	-	0
chr3R	26358280	26358284	+	0
chr3R	26358327	26358328	+	0
chr3R	26388894	26388895	+	0
chr3R	26398196	26398201	+	0
chr3R	26421315	26421327	-	0
chr3R	26427229	26427234	-	0
chr3R	26518411	26518412	+	0
chr3R	26570517	26570519	-	0
chr3R	26570833	26570836	-	0
chr3R	26632861	26632862	+	0
chr3R	26645116	26645117	+	0
chr3R	26709268	26709271	-	0
chr3R	26710672	26710678	-	0
chr3R	26710774	26710781	-	0
chr3R	26711647	26711651	-	0
chr3R	26711726	26711751	-	0
chr3R	26711887	26711890	-	0
chr3R	26712429	26712449	-	0
chr3R	26712540	26712542	-	0
chr3R	26714417	26714427	-	0
chr3R	26714729	26714743	-	0
chr3R	26761001	26761002	+	0
chr3R	26824211	26824212	-	0
chr3R	26881019	26881020	-	0
chr3R	26881236	26881247	+	0
chr3R	26881739	26881758	-	0
chr3R	26883422	26883429	-	0
chr3R	26886153	26886156	-	0
chr3R	27005388	27005390	-	0
chr3R	27019076	27019077	+	0
chr3R	27029384	27029385	+	0
chr3R	27039180	27039181	+	0
chr3R	27041905	27041917	-	0
chr3R	27042078	27042080	-	0
chr3R	27042404	27042415	-	0
chr3R	27042613	27042614	-	0
chr3R	27042831	27042846	-	0
chr3R	27042884	27042906	-	0
chr3R	27045303	27045307	-	0
chr3R	27056388	27056413	+	0.0155411655874191
chr3R	27068404	27068409	-	0.00869565217391306
chr3R	27077466	27077469	-	0
chr3R	27078330	27078340	-	0
chr3R	27221026	27221030	-	0.0104166666666667
chr3R	27281038	27281039	+	0
chr3R	27324954	27324955	+	0
chr3R	27330672	27330673	+	0
chr3R	27332663	27332679	+	0.0252105496453901
chr3R	27399756	27399757	+	0
chr3R	27399798	27399799	+	0
chr3R	27420503	27420506	-	0
chr3R	27420563	27420567	-	0
chr3R	27420624	27420625	-	0
chr3R	27420645	27420664	-	0
chr3R	27420873	27420874	-	0
chr3R	27420953	27420956	-	0
chr3R	27421055	27421057	-	0
chr3R	27421184	27421191	-	0
chr3R	27421216	27421217	-	0
chr3R	27421804	27421805	-	0
chr3R	27424369	27424384	-	0
chr3R	27424819	27424839	-	0
chr3R	27427281	27427294	-	0
chr3R	27427384	27427386	-	0
chr3R	27427438	27427456	-	0
chr3R	27427525	27427527	-	0
chr3R	27427739	27427749	-	0
chr3R	27435338	27435339	-	0
chr3R	27435383	27435389	-	0
chr3R	27555572	27555586	+	0
chr3R	27555780	27555808	+	0
chr3R	27559276	27559295	+	0
chr3R	27571529	27571533	-	0
chr3R	27573389	27573390	+	0
chr3R	27576488	27576506	+	0
chr3R	27576705	27576707	-	0
chr3R	27600301	27600302	+	0
chr3R	27600430	27600431	+	0
chr3R	27619994	27619995	+	0
chr3R	27623546	27623556	+	0
chr3R	27623720	27623724	+	0
chr3R	27631145	27631149	+	0
chr3R	27631177	27631178	+	0
chr3R	27760829	27760831	-	0
chr3R	27762239	27762256	-	0
chr3R	27814997	27815010	+	0
chr3R	27878552	27878553	+	0
chr3R	27878621	27878622	+	0
chr3R	27878968	27878978	+	0
chr3R	27879138	27879139	+	0
chr3R	27879403	27879404	+	0
chr3R	27879464	27879479	+	0
chr3R	27879915	27879921	+	0
chr3R	27880162	27880221	+	0
chr3R	27880278	27880279	+	0
chr3R	27880634	27880658	+	0
chr3R	27892331	27892332	-	0
chr3R	27892733	27892740	-	0
chr3R	27893064	27893085	-	0
chr3R	27893120	27893127	-	0
chrX	19169	19170	+	0
chrX	72450	72454	+	0
chrX	139874	139876	-	0
chrX	141059	141060	+	0
chrX	151361	151362	+	0
chrX	314140	314145	-	0
chrX	367642	367644	-	0
chrX	379458	379459	-	0
chrX	379742	379744	-	0
chrX	381395	381397	-	0
chrX	402634	402652	+	0.00317324997631903
chrX	403087	403091	+	0
chrX	408327	408332	-	0
chrX	409073	409109	-	0
chrX	412019	412021	-	0
chrX	422102	422104	-	0
chrX	476561	476562	+	0
chrX	515245	515250	-	0
chrX	518871	518872	-	0
chrX	519572	519573	+	0
chrX	519600	519604	+	0
chrX	520307	520311	+	0
chrX	522451	522466	-	0
chrX	522550	522551	-	0
chrX	522832	522847	-	0
chrX	525484	525504	+	0.00416149068322981
chrX	529576	529579	-	0
chrX	537667	537668	+	0
chrX	541575	541576	+	0
chrX	544131	544139	-	0
chrX	544162	544166	-	0
chrX	551758	551762	+	0
chrX	643837	643838	-	0
chrX	654774	654775	+	0
chrX	656685	656689	-	0
chrX	656729	656742	-	0.0219161120569571
chrX	658373	658378	-	0
chrX	658579	658584	-	0
chrX	658733	658751	-	0.00231481481481482
chrX	658824	658825	-	0
chrX	658910	658914	-	0
chrX	692845	692850	-	0
chrX	700101	700102	+	0
chrX	700202	700214	+	0.0023148148148148
chrX	702003	702004	+	0
chrX	703254	703255	-	0
chrX	829317	829318	+	0
chrX	829554	829566	+	0.0100075732987125
chrX	830566	830592	+	0.00105374077976818
chrX	830768	830769	+	0
chrX	939348	939352	+	0
chrX	945544	945559	+	0.0189564821143768
chrX	945689	945690	+	0
chrX	945727	945728	+	0
chrX	946139	946149	+	0.0163583252190847
chrX	946223	946260	+	0
chrX	970292	970295	-	0
chrX	970943	970944	-	0
chrX	1112871	1112872	-	0
chrX	1249768	1249788	+	0
chrX	1250422	1250432	+	0
chrX	1287101	1287121	+	0.0025974025974026
chrX	1366125	1366136	+	0
chrX	1375860	1375903	-	0.00114843525696239
chrX	1376162	1376181	-	0
chrX	1376518	1376519	-	0
chrX	1376818	1376823	-	0
chrX	1376854	1376855	-	0
chrX	1376919	1376920	-	0
chrX	1377371	1377372	-	0
chrX	1410399	1410400	+	0
chrX	1411087	1411094	+	0
chrX	1501971	1501973	-	0
chrX	1553836	1553840	+	0
chrX	1554096	1554103	+	0
chrX	1563580	1563591	+	0.0297014616732513
chrX	1785632	1785633	-	0
chrX	1785671	1785672	-	0
chrX	1788545	1788546	-	0
chrX	1788645	1788649	-	0
chrX	1788679	1788683	-	0
chrX	1788750	1788752	-	0
chrX	1788805	1788806	-	0
chrX	1788929	1788931	-	0
chrX	1795914	1795915	-	0
chrX	1814139	1814143	+	0
chrX	1818995	1818996	+	0
chrX	1821725	1821754	+	0.000841042893187554
chrX	1821778	1821779	+	0
chrX	1822379	1822380	+	0
chrX	1823273	1823274	+	0
chrX	1824506	1824507	+	0
chrX	1887489	1887508	+	0
chrX	1895541	1895542	+	0
chrX	1895992	1895993	+	0
chrX	1896560	1896564	+	0
chrX	1898013	1898017	+	0
chrX	1916536	1916549	+	0
chrX	1916569	1916590	+	0.00226690735065698
chrX	1916618	1916619	+	0
chrX	1916838	1916855	+	0
chrX	1919378	1919379	-	0
chrX	1919416	1919419	-	0
chrX	1921825	1921843	-	0
chrX	1929156	1929157	-	0
chrX	1956393	1956395	-	0
chrX	1956434	1956435	-	0
chrX	1958087	1958089	-	0
chrX	1967446	1967447	-	0
chrX	1970985	1970989	+	0
chrX	1971036	1971037	+	0
chrX	2007297	2007298	+	0
chrX	2007451	2007468	+	0
chrX	2042728	2042735	-	0
chrX	2046592	2046598	-	0
chrX	2046644	2046656	-	0
chrX	2046711	2046713	-	0
chrX	2064714	2064715	+	0
chrX	2075290	2075291	+	0
chrX	2078957	2078958	+	0
chrX	2081882	2081909	+	0.0184506851173518
chrX	2141741	2141760	-	0.0089196675900277
chrX	2145817	2145819	-	0
chrX	2163575	2163600	-	0.000999999999999999
chrX	2166182	2166191	-	0.0266877637130802
chrX	2166605	2166607	-	0
chrX	2166683	2166688	-	0
chrX	2166962	2166964	-	0
chrX	2167460	2167479	-	0.00380116959064329
chrX	2167598	2167618	-	0
chrX	2169103	2169104	-	0
chrX	2175201	2175202	-	0
chrX	2235425	2235431	+	0
chrX	2235815	2235819	+	0
chrX	2337984	2337990	-	0
chrX	2343207	2343214	+	0
chrX	2367552	2367554	-	0
chrX	2368295	2368315	-	0
chrX	2369947	2369960	-	0
chrX	2490035	2490055	+	0
chrX	2490150	2490151	+	0
chrX	2490748	2490752	+	0.00588235294117644
chrX	2496348	2496352	-	0
chrX	2528267	2528271	+	0
chrX	2565360	2565361	+	0
chrX	2565693	2565706	+	0
chrX	2568912	2568913	+	0
chrX	2569338	2569339	+	0
chrX	2569397	2569415	+	0.00144300144300144
chrX	2569457	2569487	+	0.000952380952380949
chrX	2569978	2569979	+	0
chrX	2612429	2612430	-	0
chrX	2625372	2625388	-	0.0313579418011658
chrX	2633237	2633238	-	0
chrX	2700791	2700792	+	0
chrX	2894559	2894568	+	0
chrX	3041049	3041050	+	0
chrX	3042670	3042671	+	0
chrX	3062833	3062834	+	0
chrX	3064812	3064829	+	0
chrX	3065247	3065248	+	0
chrX	3065665	3065681	+	0
chrX	3213835	3213837	-	0
chrX	3231416	3231420	+	0.0178410117434508
chrX	3233188	3233189	+	0
chrX	3279710	3279711	+	0
chrX	3279797	3279798	+	0
chrX	3280990	3280991	+	0
chrX	3368592	3368593	+	0
chrX	3378489	3378490	+	0.070526006464884
chrX	3592387	3592391	+	0
chrX	3594749	3594764	+	0
chrX	3594888	3594896	+	0.00304878048780488
chrX	3599397	3599418	-	0.0053781512605042
chrX	3600267	3600270	-	0
chrX	3601436	3601438	-	0
chrX	3601464	3601466	-	0
chrX	3603935	3603977	-	0
chrX	3604169	3604171	-	0
chrX	3604238	3604240	-	0
chrX	3604276	3604280	-	0
chrX	3619752	3619753	+	0
chrX	3680624	3680625	+	0
chrX	3680673	3680686	+	0
chrX	3680776	3680777	+	0
chrX	3680815	3680816	+	0
chrX	3680848	3680861	+	0
chrX	3680895	3680914	+	0
chrX	3680970	3680971	+	0
chrX	3751680	3751683	-	0
chrX	3756076	3756092	-	0
chrX	3756464	3756465	-	0
chrX	3783126	3783130	+	0.124148003894839
chrX	3827575	3827590	-	0
chrX	3828162	3828164	-	0
chrX	3828361	3828367	-	0
chrX	3828568	3828595	-	0
chrX	3830180	3830193	-	0
chrX	3845676	3845710	+	0
chrX	3845855	3845856	+	0
chrX	3846189	3846218	+	0.00086206896551724
chrX	3846835	3846875	+	0
chrX	3846896	3846897	+	0
chrX	3848351	3848355	+	0
chrX	4004609	4004633	+	0.00101626016260163
chrX	4008183	4008184	+	0
chrX	4011450	4011452	-	0
chrX	4023781	4023783	-	0
chrX	4025240	4025241	+	0
chrX	4027166	4027168	-	0
chrX	4035808	4035809	-	0
chrX	4036650	4036652	-	0
chrX	4100051	4100056	-	0.0185718483690861
chrX	4215861	4215862	-	0
chrX	4216213	4216215	-	0.023522662076879
chrX	4237106	4237108	-	0
chrX	4342892	4342894	-	0
chrX	4347795	4347797	-	0
chrX	4431266	4431287	-	0
chrX	4434982	4434998	+	0.0227875788869765
chrX	4436167	4436168	+	0
chrX	4446009	4446010	+	0
chrX	4447372	4447385	-	0
chrX	4447405	4447406	-	0
chrX	4466809	4466810	+	0
chrX	4545082	4545103	+	0.0162281780181952
chrX	4550658	4550663	+	0
chrX	4568404	4568406	-	0
chrX	4592922	4592932	+	0
chrX	4593547	4593548	+	0
chrX	4594478	4594481	+	0
chrX	4599112	4599113	+	0
chrX	4602603	4602604	+	0
chrX	4800909	4800928	+	0.0197903931956156
chrX	4823979	4823980	-	0
chrX	4840692	4840694	-	0
chrX	4847551	4847552	+	0
chrX	4849815	4849833	+	0.0222215222215222
chrX	5046739	5046756	+	0
chrX	5059376	5059377	+	0
chrX	5097348	5097349	+	0
chrX	5145365	5145366	+	0
chrX	5146071	5146072	+	0
chrX	5147430	5147431	+	0.214516602997355
chrX	5207119	5207123	+	0
chrX	5223079	5223083	-	0
chrX	5223387	5223388	-	0
chrX	5223876	5223882	+	0
chrX	5223949	5223950	+	0
chrX	5232836	5232838	-	0
chrX	5297559	5297563	+	0
chrX	5308493	5308496	-	0
chrX	5308809	5308817	-	0
chrX	5309832	5309833	-	0
chrX	5319291	5319311	+	0.00121951219512195
chrX	5319733	5319734	+	0
chrX	5320644	5320645	+	0
chrX	5321147	5321148	+	0
chrX	5321543	5321544	+	0
chrX	5368784	5368785	+	0
chrX	5439621	5439623	-	0
chrX	5516557	5516577	-	0
chrX	5565804	5565823	-	0
chrX	5571055	5571074	-	0
chrX	5584464	5584465	+	0
chrX	5648772	5648775	-	0
chrX	5653091	5653092	+	0
chrX	5655345	5655352	-	0
chrX	5656467	5656469	-	0
chrX	5658214	5658215	-	0
chrX	5673661	5673663	-	0.0123456790123457
chrX	5674042	5674044	-	0
chrX	5768723	5768731	-	0.00602228244504669
chrX	5768985	5769002	-	0.00283401526825727
chrX	5769414	5769425	-	0.00224466891133558
chrX	5773888	5773889	+	0
chrX	5775055	5775063	+	0
chrX	5775258	5775259	+	0
chrX	5775476	5775477	+	0
chrX	5777373	5777377	+	0
chrX	5794960	5794965	+	0
chrX	5794986	5794987	+	0
chrX	5795966	5795980	+	0
chrX	5796004	5796018	+	0.0185375648937212
chrX	5796087	5796088	+	0
chrX	5796716	5796720	+	0
chrX	5796740	5796741	+	0
chrX	5796827	5796828	+	0
chrX	5796850	5796878	+	0
chrX	5796904	5796914	+	0
chrX	5796946	5796947	+	0
chrX	5797012	5797013	+	0
chrX	5797807	5797811	+	0
chrX	5797843	5797846	+	0
chrX	5798009	5798062	+	0.000454648783814505
chrX	5798093	5798094	+	0
chrX	5798122	5798123	+	0
chrX	5798211	5798212	+	0
chrX	5798248	5798274	+	0.00183096362937679
chrX	5798297	5798322	+	0.00193946517778431
chrX	5798349	5798350	+	0
chrX	5798387	5798416	+	0
chrX	5838981	5838982	+	0
chrX	5906742	5906745	-	0
chrX	5931471	5931474	-	0
chrX	5961987	5961988	+	0
chrX	5968771	5968785	-	0.0352292768959436
chrX	5978484	5978499	-	0.0176472051582248
chrX	6113976	6113996	+	0
chrX	6114286	6114301	+	0
chrX	6115473	6115474	+	0
chrX	6117243	6117245	-	0
chrX	6117376	6117416	-	0.000602409638554219
chrX	6117758	6117759	-	0
chrX	6117917	6117929	-	0.0131717345572767
chrX	6119043	6119044	-	0
chrX	6119100	6119105	-	0
chrX	6135155	6135156	-	0
chrX	6137009	6137010	-	0
chrX	6137263	6137269	-	0
chrX	6138220	6138228	-	0
chrX	6138455	6138459	-	0
chrX	6160603	6160605	-	0
chrX	6160929	6160931	-	0
chrX	6161114	6161115	-	0
chrX	6161144	6161147	-	0
chrX	6165841	6165851	+	0
chrX	6171133	6171136	-	0
chrX	6182031	6182035	-	0
chrX	6183568	6183569	-	0
chrX	6225068	6225075	+	0.00344234079173839
chrX	6235164	6235165	+	0
chrX	6237637	6237638	+	0
chrX	6243433	6243447	-	0
chrX	6253336	6253348	+	0
chrX	6253494	6253495	+	0
chrX	6253557	6253561	+	0
chrX	6253587	6253602	+	0.00168776371308016
chrX	6254126	6254127	+	0
chrX	6254176	6254177	+	0
chrX	6254415	6254425	+	0
chrX	6254466	6254470	+	0
chrX	6257723	6257725	-	0
chrX	6259736	6259737	-	0
chrX	6259987	6259995	+	0
chrX	6261480	6261484	+	0
chrX	6266930	6266953	-	0
chrX	6266985	6266989	-	0.0121951219512195
chrX	6291669	6291672	-	0
chrX	6418482	6418483	+	0
chrX	6425167	6425172	-	0
chrX	6425905	6425922	-	0
chrX	6425962	6425964	-	0
chrX	6426114	6426183	-	0.000715691536947576
